"maximumDepthInMeters"	"magnification"	"minimumDepthInMeters"	"identifiedBy"	"organismQuantityType"	"scientificName"	"identificationRemarks"	"year"	"expedition"	"locationID"	"fieldNumber"	"previousIdentifications"	"basisOfRecord"	"organismQuantity"	"individualCount"	"sampleSizeValue"	"sampleSizeUnit"	"occurrenceStatus"	"quantificationStatus"	"fieldsInCount"	"maxFields"	"takenVolume"	"bottleVolume"	"initialVolume"	"cellsInChamber"	"gear"	"sampletype"	"identificationQualifier"	"taxonRank"	"lifeStage"
25	10	25	"iopan.pl"	"cells/l"	"Chaetoceros decipiens"		2009	"Alkekonge2009"	"V10"	"ALK09-219"		"Occurrence"	45.3649193548387	8	0.1763477178792054	"l"	"present"	"verified"	62	450.02	10	250	32	58.0670967741935	"Niskin bottle"	"microplankton"			
25	10	25	"iopan.pl"	"cells/l"	"Chaetoceros wighamii"		2009	"Alkekonge2009"	"V10"	"ALK09-219"		"Occurrence"	17.0118447580645	3	0.1763477178792054	"l"	"present"	"verified"	62	450.02	10	250	32	21.7751612903226	"Niskin bottle"	"microplankton"			
25	60	25	"iopan.pl"	"cells/l"	"Ceratoneis closterium"	"old Cylindrotheca closterium"	2009	"Alkekonge2009"	"V10"	"ALK09-219"		"Occurrence"	225.042072510822	4	0.01777445415149043	"l"	"present"	"verified"	231	16635.11	10	250	32	288.053852813853	"Niskin bottle"	"microplankton"			
25	10	25	"iopan.pl"	"cells/l"	"Dinophysis acuminata"		2009	"Alkekonge2009"	"V10"	"ALK09-219"		"Occurrence"	5.67061491935484	1	0.1763477178792054	"l"	"present"	"verified"	62	450.02	10	250	32	7.25838709677419	"Niskin bottle"	"microplankton"			
25	10	25	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. 20-30um"	2009	"Alkekonge2009"	"V10"	"ALK09-219"	"Gymnodinium sp. 20-30um"	"Occurrence"	11.3412298387097	2	0.1763477178792054	"l"	"present"	"verified"	62	450.02	10	250	32	14.5167741935484	"Niskin bottle"	"microplankton"	"sp."	"species"	
25	10	25	"iopan.pl"	"cells/l"	"Protoperidinium pellucidum"		2009	"Alkekonge2009"	"V10"	"ALK09-219"		"Occurrence"	5.67061491935484	1	0.1763477178792054	"l"	"present"	"verified"	62	450.02	10	250	32	7.25838709677419	"Niskin bottle"	"microplankton"			
25	10	25	"iopan.pl"	"cells/l"	"Rhizosolenia hebetata"		2009	"Alkekonge2009"	"V10"	"ALK09-219"		"Occurrence"	22.6824596774194	4	0.1763477178792054	"l"	"present"	"verified"	62	450.02	10	250	32	29.0335483870968	"Niskin bottle"	"microplankton"			
25	10	25	"iopan.pl"	"cells/l"	"Thalassiosira"	"sp."	2009	"Alkekonge2009"	"V10"	"ALK09-219"		"Occurrence"	5.67061491935484	1	0.1763477178792054	"l"	"present"	"verified"	62	450.02	10	250	32	7.25838709677419	"Niskin bottle"	"microplankton"	"sp."	"species"	
25	60	25	"iopan.pl"	"cells/l"	"Thalassiosira nordenskioeldii"		2009	"Alkekonge2009"	"V10"	"ALK09-219"		"Occurrence"	56.2605181277056	1	0.01777445415149043	"l"	"present"	"verified"	231	16635.11	10	250	32	72.0134632034632	"Niskin bottle"	"microplankton"			
0	10		"iopan.pl"	"cells/l"	"Tripos"	"sp."	2009	"Alkekonge2009"	"V10"	"ALK09-220"	"Ceratium"	"Occurrence"	5.20856481481482	2	0.38398293409181816	"l"	"present"	"verified"	135	450.02	10	250	32	6.66696296296296	"Niskin bottle"	"microplankton"	"sp."	"species"	
0	10		"iopan.pl"	"cells/l"	"Chaetoceros"	"sp."	2009	"Alkekonge2009"	"V10"	"ALK09-220"		"Occurrence"	5.20856481481482	2	0.38398293409181816	"l"	"present"	"verified"	135	450.02	10	250	32	6.66696296296296	"Niskin bottle"	"microplankton"	"sp."	"species"	
0	10		"iopan.pl"	"cells/l"	"Chaetoceros concavicornis"		2009	"Alkekonge2009"	"V10"	"ALK09-220"		"Occurrence"	31.2513888888889	12	0.38398293409181816	"l"	"present"	"verified"	135	450.02	10	250	32	40.0017777777778	"Niskin bottle"	"microplankton"			
0	10		"iopan.pl"	"cells/l"	"Chaetoceros decipiens"		2009	"Alkekonge2009"	"V10"	"ALK09-220"		"Occurrence"	15.6256944444444	6	0.38398293409181816	"l"	"present"	"verified"	135	450.02	10	250	32	20.0008888888889	"Niskin bottle"	"microplankton"			
0	10		"iopan.pl"	"cells/l"	"Chaetoceros wighamii"		2009	"Alkekonge2009"	"V10"	"ALK09-220"		"Occurrence"	5.20856481481482	2	0.38398293409181816	"l"	"present"	"verified"	135	450.02	10	250	32	6.66696296296296	"Niskin bottle"	"microplankton"			
0	60		"iopan.pl"	"cells/l"	"Corethron"	"sp."	2009	"Alkekonge2009"	"V10"	"ALK09-220"		"Occurrence"	30.7966343305687	1	0.032471080744281226	"l"	"present"	"verified"	422	16635.11	10	250	32	39.419691943128	"Niskin bottle"	"microplankton"	"sp."	"species"	
0	60		"iopan.pl"	"cells/l"	"Ceratoneis closterium"	"old Cylindrotheca closterium"	2009	"Alkekonge2009"	"V10"	"ALK09-220"		"Occurrence"	30.7966343305687	1	0.032471080744281226	"l"	"present"	"verified"	422	16635.11	10	250	32	39.419691943128	"Niskin bottle"	"microplankton"			
0	10		"iopan.pl"	"cells/l"	"Dinophysis acuminata"		2009	"Alkekonge2009"	"V10"	"ALK09-220"		"Occurrence"	7.81284722222222	3	0.38398293409181816	"l"	"present"	"verified"	135	450.02	10	250	32	10.0004444444444	"Niskin bottle"	"microplankton"			
0	10		"iopan.pl"	"cells/l"	"Gyrodinium fusiforme"		2009	"Alkekonge2009"	"V10"	"ALK09-220"		"Occurrence"	2.60428240740741	1	0.38398293409181816	"l"	"present"	"verified"	135	450.02	10	250	32	3.33348148148148	"Niskin bottle"	"microplankton"			
0	10		"iopan.pl"	"cells/l"	"Parafavella"	"sp."	2009	"Alkekonge2009"	"V10"	"ALK09-220"		"Occurrence"	5.20856481481482	2	0.38398293409181816	"l"	"present"	"verified"	135	450.02	10	250	32	6.66696296296296	"Niskin bottle"	"microplankton"	"sp."	"species"	
0	60		"iopan.pl"	"cells/l"	"Protoperidinium bipes"		2009	"Alkekonge2009"	"V10"	"ALK09-220"		"Occurrence"	30.7966343305687	1	0.032471080744281226	"l"	"present"	"verified"	422	16635.11	10	250	32	39.419691943128	"Niskin bottle"	"microplankton"			
0	10		"iopan.pl"	"cells/l"	"Protoperidinium pallidum"		2009	"Alkekonge2009"	"V10"	"ALK09-220"		"Occurrence"	2.60428240740741	1	0.38398293409181816	"l"	"present"	"verified"	135	450.02	10	250	32	3.33348148148148	"Niskin bottle"	"microplankton"			
0	10		"iopan.pl"	"cells/l"	"Protoperidinium pellucidum"		2009	"Alkekonge2009"	"V10"	"ALK09-220"		"Occurrence"	13.021412037037	5	0.38398293409181816	"l"	"present"	"verified"	135	450.02	10	250	32	16.6674074074074	"Niskin bottle"	"microplankton"			
0	10		"iopan.pl"	"cells/l"	"Thalassiosira"	"sp."	2009	"Alkekonge2009"	"V10"	"ALK09-220"		"Occurrence"	5.20856481481482	2	0.38398293409181816	"l"	"present"	"verified"	135	450.02	10	250	32	6.66696296296296	"Niskin bottle"	"microplankton"	"sp."	"species"	
0	60		"iopan.pl"	"cells/l"	"Thalassiosira nordenskioeldii"		2009	"Alkekonge2009"	"V10"	"ALK09-220"		"Occurrence"	30.7966343305687	1	0.032471080744281226	"l"	"present"	"verified"	422	16635.11	10	250	32	39.419691943128	"Niskin bottle"	"microplankton"			
0	60		"iopan.pl"	"cells/l"	"Alexandrium"	"sp."	2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	6989.54201680672	5	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	349.477100840336	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
0	60		"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"	"3-7um"	2009	"Alkekonge2009"	"V6"	"ALK09-230"	"Flagellatae"	"Occurrence"	1397.90840336134	1	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	69.8954201680672	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Calliacantha natans"		2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	2795.81680672269	2	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	139.790840336134	"Niskin bottle"	"phytoplankton"			
0	10		"iopan.pl"	"cells/l"	"Chaetoceros concavicornis"		2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	163.643636363636	1	0.0061108395182436345	"l"	"present"	"verified"	55	450.02	50	1000	1	8.18218181818182	"Niskin bottle"	"phytoplankton"			
0	10		"iopan.pl"	"cells/l"	"Chaetoceros decipiens"		2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	327.287272727273	2	0.0061108395182436345	"l"	"present"	"verified"	55	450.02	50	1000	1	16.3643636363636	"Niskin bottle"	"phytoplankton"			
0	10		"iopan.pl"	"cells/l"	"Chaetoceros furcellatus"		2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	981.861818181818	6	0.0061108395182436345	"l"	"present"	"verified"	55	450.02	50	1000	1	49.0930909090909	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Coccolithales"	"Non det."	2009	"Alkekonge2009"	"V6"	"ALK09-230"	"Coccolithales  Non det."	"Occurrence"	36345.618487395	26	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	1817.28092436975	"Niskin bottle"	"phytoplankton"	"indet."		
0	60		"iopan.pl"	"cells/l"	"Coccolithus pelagicus"		2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	5591.63361344538	4	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	279.581680672269	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Cryptomonas"	"sp."	2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	46130.9773109244	33	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	2306.54886554622	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
0	10		"iopan.pl"	"cells/l"	"Ceratoneis closterium"	"old Cylindrotheca closterium"	2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	490.930909090909	3	0.0061108395182436345	"l"	"present"	"verified"	55	450.02	50	1000	1	24.5465454545455	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Chaetoceros furcellatus"	"cyst"	2009	"Alkekonge2009"	"V6"	"ALK09-230"	"Chaetoceros furcellatus cyst"	"Occurrence"	4193.72521008403	3	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	209.686260504202	"Niskin bottle"	"phytoplankton"			"cyst"
0	60		"iopan.pl"	"cells/l"	"Dinobryon balticum"		2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	15376.9924369748	11	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	768.84962184874	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Emiliania huxleyi"		2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	118822.214285714	50	0.00042079673654096665	"l"	"present"	"verified"	140	16635.11	50	1000	1	5941.11071428571	"Niskin bottle"	"phytoplankton"			
0	10		"iopan.pl"	"cells/l"	"Fragilariopsis oceanica"		2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	327.287272727273	2	0.0061108395182436345	"l"	"present"	"verified"	55	450.02	50	1000	1	16.3643636363636	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf g.gracilentum"	2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	5591.63361344538	4	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	279.581680672269	"Niskin bottle"	"phytoplankton"	"sp. cf. G. gracilentum"	"species"	
0	60		"iopan.pl"	"cells/l"	"Gymnodinium galeatum"		2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	15376.9924369748	11	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	768.84962184874	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Gymnodinium simplex"		2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	6989.54201680672	5	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	349.477100840336	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. „krasnal”"	2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	1397.90840336134	1	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	69.8954201680672	"Niskin bottle"	"phytoplankton"	"sp. „krasnal”"	"species"	
0	60		"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. 5-10um"	2009	"Alkekonge2009"	"V6"	"ALK09-230"	"Gymnodinium sp. 5-10um"	"Occurrence"	5591.63361344538	4	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	279.581680672269	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
0	10		"iopan.pl"	"cells/l"	"Gyrodinium fusiforme"		2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	163.643636363636	1	0.0061108395182436345	"l"	"present"	"verified"	55	450.02	50	1000	1	8.18218181818182	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Heterocapsa rotundata"		2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	22366.5344537815	16	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	1118.32672268908	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Leucocryptos marina"		2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	1397.90840336134	1	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	69.8954201680672	"Niskin bottle"	"phytoplankton"			
0	10		"iopan.pl"	"cells/l"	"Lohmanniella oviformis"		2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	163.643636363636	1	0.0061108395182436345	"l"	"present"	"verified"	55	450.02	50	1000	1	8.18218181818182	"Niskin bottle"	"phytoplankton"			
0	10		"iopan.pl"	"cells/l"	"Micracanthodinium claytonii"		2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	163.643636363636	1	0.0061108395182436345	"l"	"present"	"verified"	55	450.02	50	1000	1	8.18218181818182	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Monosiga marina"		2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	1397.90840336134	1	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	69.8954201680672	"Niskin bottle"	"phytoplankton"			
0	10		"iopan.pl"	"cells/l"	"Mesodinium rubrum"		2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	327.287272727273	2	0.0061108395182436345	"l"	"present"	"verified"	55	450.02	50	1000	1	16.3643636363636	"Niskin bottle"	"phytoplankton"			
0	10		"iopan.pl"	"cells/l"	"Parafavella"	"sp."	2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	163.643636363636	1	0.0061108395182436345	"l"	"present"	"verified"	55	450.02	50	1000	1	8.18218181818182	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
0	60		"iopan.pl"	"cells/l"	"Phaeocystis"	"sp."	2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	23764.4428571429	17	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	1188.22214285714	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
0	60		"iopan.pl"	"cells/l"	"Prorocentrum"	"sp."	2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	29356.0764705882	21	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	1467.80382352941	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
0	10		"iopan.pl"	"cells/l"	"Protoperidinium bipes"		2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	1309.14909090909	8	0.0061108395182436345	"l"	"present"	"verified"	55	450.02	50	1000	1	65.4574545454545	"Niskin bottle"	"phytoplankton"			
0	10		"iopan.pl"	"cells/l"	"Protoperidinium"	"sp. cf p.menieuri"	2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	163.643636363636	1	0.0061108395182436345	"l"	"present"	"verified"	55	450.02	50	1000	1	8.18218181818182	"Niskin bottle"	"phytoplankton"	"sp. cf. P. menieuri"	"species"	
0	10		"iopan.pl"	"cells/l"	"Protoperidinium pellucidum"		2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	327.287272727273	2	0.0061108395182436345	"l"	"present"	"verified"	55	450.02	50	1000	1	16.3643636363636	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Pseudo-nitzschia granii"		2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	20968.6260504202	15	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	1048.43130252101	"Niskin bottle"	"phytoplankton"			
0	60		"iopan.pl"	"cells/l"	"Bacillariophyceae"	"<10um"	2009	"Alkekonge2009"	"V6"	"ALK09-230"	"Pennate"	"Occurrence"	15376.9924369748	11	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	768.84962184874	"Niskin bottle"	"phytoplankton"	"indet."		
0	60		"iopan.pl"	"cells/l"	"Strombidium"	"sp."	2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	4193.72521008403	3	0.0007153544521196433	"l"	"present"	"verified"	238	16635.11	50	1000	1	209.686260504202	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
0	10		"iopan.pl"	"cells/l"	"Thalassiosira nordenskioeldii"		2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	490.930909090909	3	0.0061108395182436345	"l"	"present"	"verified"	55	450.02	50	1000	1	24.5465454545455	"Niskin bottle"	"phytoplankton"			
0	10		"iopan.pl"	"cells/l"	"Thalassiosira"	"sp."	2009	"Alkekonge2009"	"V6"	"ALK09-230"		"Occurrence"	3109.22909090909	19	0.0061108395182436345	"l"	"present"	"verified"	55	450.02	50	1000	1	155.461454545455	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
10	60	10	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"	"3-7um"	2009	"Alkekonge2009"	"V6"	"ALK09-231"	"Flagellatae"	"Occurrence"	8317.555	4	0.000480910556046819	"l"	"present"	"verified"	160	16635.11	50	1000	1	415.87775	"Niskin bottle"	"phytoplankton"			
10	60	10	"iopan.pl"	"cells/l"	"Calliacantha natans"		2009	"Alkekonge2009"	"V6"	"ALK09-231"		"Occurrence"	2079.38875	1	0.000480910556046819	"l"	"present"	"verified"	160	16635.11	50	1000	1	103.9694375	"Niskin bottle"	"phytoplankton"			
10	10	10	"iopan.pl"	"cells/l"	"Chaetoceros concavicornis"		2009	"Alkekonge2009"	"V6"	"ALK09-231"		"Occurrence"	545.478787878788	4	0.007333007421892361	"l"	"present"	"verified"	66	450.02	50	1000	1	27.2739393939394	"Niskin bottle"	"phytoplankton"			
10	60	10	"iopan.pl"	"cells/l"	"Coccolithales"	"Non det."	2009	"Alkekonge2009"	"V6"	"ALK09-231"	"Coccolithales  Non det."	"Occurrence"	10396.94375	5	0.000480910556046819	"l"	"present"	"verified"	160	16635.11	50	1000	1	519.8471875	"Niskin bottle"	"phytoplankton"	"indet."		
10	60	10	"iopan.pl"	"cells/l"	"Coccolithus pelagicus"		2009	"Alkekonge2009"	"V6"	"ALK09-231"		"Occurrence"	8317.555	4	0.000480910556046819	"l"	"present"	"verified"	160	16635.11	50	1000	1	415.87775	"Niskin bottle"	"phytoplankton"			
10	60	10	"iopan.pl"	"cells/l"	"Cryptomonas"	"sp."	2009	"Alkekonge2009"	"V6"	"ALK09-231"		"Occurrence"	29111.4425	14	0.000480910556046819	"l"	"present"	"verified"	160	16635.11	50	1000	1	1455.572125	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
10	10	10	"iopan.pl"	"cells/l"	"Ceratoneis closterium"	"old Cylindrotheca closterium"	2009	"Alkekonge2009"	"V6"	"ALK09-231"		"Occurrence"	136.369696969697	1	0.007333007421892361	"l"	"present"	"verified"	66	450.02	50	1000	1	6.81848484848485	"Niskin bottle"	"phytoplankton"			
10	60	10	"iopan.pl"	"cells/l"	"Dinobryon balticum"		2009	"Alkekonge2009"	"V6"	"ALK09-231"		"Occurrence"	29111.4425	14	0.000480910556046819	"l"	"present"	"verified"	160	16635.11	50	1000	1	1455.572125	"Niskin bottle"	"phytoplankton"			
10	60	10	"iopan.pl"	"cells/l"	"Emiliania huxleyi"		2009	"Alkekonge2009"	"V6"	"ALK09-231"		"Occurrence"	99810.66	48	0.000480910556046819	"l"	"present"	"verified"	160	16635.11	50	1000	1	4990.533	"Niskin bottle"	"phytoplankton"			
10	60	10	"iopan.pl"	"cells/l"	"Euplotes"	"sp."	2009	"Alkekonge2009"	"V6"	"ALK09-231"		"Occurrence"	2079.38875	1	0.000480910556046819	"l"	"present"	"verified"	160	16635.11	50	1000	1	103.9694375	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
10	60	10	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf g.gracilentum"	2009	"Alkekonge2009"	"V6"	"ALK09-231"		"Occurrence"	16635.11	8	0.000480910556046819	"l"	"present"	"verified"	160	16635.11	50	1000	1	831.7555	"Niskin bottle"	"phytoplankton"	"sp. cf. G. gracilentum"	"species"	
10	60	10	"iopan.pl"	"cells/l"	"Gymnodinium galeatum"		2009	"Alkekonge2009"	"V6"	"ALK09-231"		"Occurrence"	2079.38875	1	0.000480910556046819	"l"	"present"	"verified"	160	16635.11	50	1000	1	103.9694375	"Niskin bottle"	"phytoplankton"			
10	10	10	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. 10-20um"	2009	"Alkekonge2009"	"V6"	"ALK09-231"	"Gymnodinium sp. 10-20um"	"Occurrence"	136.369696969697	1	0.007333007421892361	"l"	"present"	"verified"	66	450.02	50	1000	1	6.81848484848485	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
10	60	10	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. 5-10um"	2009	"Alkekonge2009"	"V6"	"ALK09-231"	"Gymnodinium sp. 5-10um"	"Occurrence"	6238.16625	3	0.000480910556046819	"l"	"present"	"verified"	160	16635.11	50	1000	1	311.9083125	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
10	60	10	"iopan.pl"	"cells/l"	"Gymnodinium"	"sp. cf g.arcticum"	2009	"Alkekonge2009"	"V6"	"ALK09-231"		"Occurrence"	2079.38875	1	0.000480910556046819	"l"	"present"	"verified"	160	16635.11	50	1000	1	103.9694375	"Niskin bottle"	"phytoplankton"	"sp. cf. G. arcticum"	"species"	
10	60	10	"iopan.pl"	"cells/l"	"Heterocapsa rotundata"		2009	"Alkekonge2009"	"V6"	"ALK09-231"		"Occurrence"	16635.11	8	0.000480910556046819	"l"	"present"	"verified"	160	16635.11	50	1000	1	831.7555	"Niskin bottle"	"phytoplankton"			
10	10	10	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"		2009	"Alkekonge2009"	"V6"	"ALK09-231"		"Occurrence"	136.369696969697	1	0.007333007421892361	"l"	"present"	"verified"	66	450.02	50	1000	1	6.81848484848485	"Niskin bottle"	"phytoplankton"			
10	60	10	"iopan.pl"	"cells/l"	"Monosiga marina"		2009	"Alkekonge2009"	"V6"	"ALK09-231"		"Occurrence"	2079.38875	1	0.000480910556046819	"l"	"present"	"verified"	160	16635.11	50	1000	1	103.9694375	"Niskin bottle"	"phytoplankton"			
10	10	10	"iopan.pl"	"cells/l"	"Parafavella"	"sp."	2009	"Alkekonge2009"	"V6"	"ALK09-231"		"Occurrence"	954.587878787879	7	0.007333007421892361	"l"	"present"	"verified"	66	450.02	50	1000	1	47.7293939393939	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
10	60	10	"iopan.pl"	"cells/l"	"Phaeocystis"	"sp."	2009	"Alkekonge2009"	"V6"	"ALK09-231"		"Occurrence"	87334.3275	42	0.000480910556046819	"l"	"present"	"verified"	160	16635.11	50	1000	1	4366.716375	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
10	60	10	"iopan.pl"	"cells/l"	"Prorocentrum"	"sp."	2009	"Alkekonge2009"	"V6"	"ALK09-231"		"Occurrence"	4158.7775	2	0.000480910556046819	"l"	"present"	"verified"	160	16635.11	50	1000	1	207.938875	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
10	60	10	"iopan.pl"	"cells/l"	"Protoperidinium"	"sp."	2009	"Alkekonge2009"	"V6"	"ALK09-231"		"Occurrence"	2079.38875	1	0.000480910556046819	"l"	"present"	"verified"	160	16635.11	50	1000	1	103.9694375	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
10	60	10	"iopan.pl"	"cells/l"	"Pseudo-nitzschia delicatissima"		2009	"Alkekonge2009"	"V6"	"ALK09-231"		"Occurrence"	8317.555	4	0.000480910556046819	"l"	"present"	"verified"	160	16635.11	50	1000	1	415.87775	"Niskin bottle"	"phytoplankton"			
10	60	10	"iopan.pl"	"cells/l"	"Pseudo-nitzschia granii"		2009	"Alkekonge2009"	"V6"	"ALK09-231"		"Occurrence"	12476.3325	6	0.000480910556046819	"l"	"present"	"verified"	160	16635.11	50	1000	1	623.816625	"Niskin bottle"	"phytoplankton"			
10	60	10	"iopan.pl"	"cells/l"	"Bacillariophyceae"	"<10um"	2009	"Alkekonge2009"	"V6"	"ALK09-231"	"Pennate"	"Occurrence"	45746.5525	22	0.000480910556046819	"l"	"present"	"verified"	160	16635.11	50	1000	1	2287.327625	"Niskin bottle"	"phytoplankton"	"indet."		
10	10	10	"iopan.pl"	"cells/l"	"Strombidium"	"sp."	2009	"Alkekonge2009"	"V6"	"ALK09-231"		"Occurrence"	136.369696969697	1	0.007333007421892361	"l"	"present"	"verified"	66	450.02	50	1000	1	6.81848484848485	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
10	10	10	"iopan.pl"	"cells/l"	"Thalassiosira gravida"		2009	"Alkekonge2009"	"V6"	"ALK09-231"		"Occurrence"	818.218181818182	6	0.007333007421892361	"l"	"present"	"verified"	66	450.02	50	1000	1	40.9109090909091	"Niskin bottle"	"phytoplankton"			
10	10	10	"iopan.pl"	"cells/l"	"Thalassiosira nordenskioeldii"		2009	"Alkekonge2009"	"V6"	"ALK09-231"		"Occurrence"	1227.32727272727	9	0.007333007421892361	"l"	"present"	"verified"	66	450.02	50	1000	1	61.3663636363636	"Niskin bottle"	"phytoplankton"			
5	60	5	"iopan.pl"	"cells/l"	"Alexandrium"	"sp."	2009	"Alkekonge2009"	"V6"	"ALK09-232"		"Occurrence"	1540.28796296296	1	0.0006492292506632057	"l"	"present"	"verified"	216	16635.11	50	1000	1	77.0143981481481	"Niskin bottle"	"phytoplankton"	"sp."	"species"	
5	60	5	"iopan.pl"	"cells/l"	"Amphidinium sphenoides"		2009	"Alkekonge2009"	"V6"	"ALK09-232"		"Occurrence"	1540.28796296296	1	0.0006492292506632057	"l"	"present"	"verified"	216	16635.11	50	1000	1	77.0143981481481	"Niskin bottle"	"phytoplankton"			
