"maximumDepthInMeters"	"magnification"	"minimumDepthInMeters"	"identifiedBy"	"organismQuantityType"	"scientificName"	"year"	"expedition"	"locationID"	"fieldNumber"	"basisOfRecord"	"organismQuantity"	"individualCount"	"sampleSizeValue"	"sampleSizeUnit"	"occurrenceStatus"	"quantificationStatus"	"fieldsInCount"	"maxFields"	"takenVolume"	"bottleVolume"	"initialVolume"	"cellsInChamber"	"gear"	"sampletype"	"identificationQualifier"	"identificationRemarks"	"taxonRank"	"previousIdentifications"	"lifeStage"
10	60	10	"iopan.pl"	"cells/l"	"Gymnodinium"	2009	"MERCLIM-2009"	"KH"	"MER09-01-29"	"Occurrence"	6498.08984375	5	0.0007694568896749104	"l"	"present"	"verified"	256	16635.11	50	1000	1	324.9044921875	"Niskin bottle"	"phytoplankton"	"sp. cf. G. gracilentum"	"sp. cf g.gracilentum"	"species"		
10	60	10	"iopan.pl"	"cells/l"	"Gymnodinium simplex"	2009	"MERCLIM-2009"	"KH"	"MER09-01-29"	"Occurrence"	1299.61796875	1	0.0007694568896749104	"l"	"present"	"verified"	256	16635.11	50	1000	1	64.9808984375	"Niskin bottle"	"phytoplankton"					
10	60	10	"iopan.pl"	"cells/l"	"Gymnodinium"	2009	"MERCLIM-2009"	"KH"	"MER09-01-29"	"Occurrence"	5198.471875	4	0.0007694568896749104	"l"	"present"	"verified"	256	16635.11	50	1000	1	259.92359375	"Niskin bottle"	"phytoplankton"	"sp."	"sp. 5-10um"	"species"	"Gymnodinium sp. 5-10um"	
10	60	10	"iopan.pl"	"cells/l"	"Gymnodinium"	2009	"MERCLIM-2009"	"KH"	"MER09-01-29"	"Occurrence"	1299.61796875	1	0.0007694568896749104	"l"	"present"	"verified"	256	16635.11	50	1000	1	64.9808984375	"Niskin bottle"	"phytoplankton"	"sp. „spiralne”"	"sp. „spiralne”"	"species"		
10	60	10	"iopan.pl"	"cells/l"	"Gymnodinium"	2009	"MERCLIM-2009"	"KH"	"MER09-01-29"	"Occurrence"	9097.32578125	7	0.0007694568896749104	"l"	"present"	"verified"	256	16635.11	50	1000	1	454.8662890625	"Niskin bottle"	"phytoplankton"	"sp. „z dupką”"	"sp. „z dupką”"	"species"		
10	10	10	"iopan.pl"	"cells/l"	"Gyrodinium fusiforme"	2009	"MERCLIM-2009"	"KH"	"MER09-01-29"	"Occurrence"	150.006666666667	1	0.00666637038353851	"l"	"present"	"verified"	60	450.02	50	1000	1	7.50033333333333	"Niskin bottle"	"phytoplankton"					
10	60	10	"iopan.pl"	"cells/l"	"Heterocapsa rotundata"	2009	"MERCLIM-2009"	"KH"	"MER09-01-29"	"Occurrence"	3898.85390625	3	0.0007694568896749104	"l"	"present"	"verified"	256	16635.11	50	1000	1	194.9426953125	"Niskin bottle"	"phytoplankton"					
10	10	10	"iopan.pl"	"cells/l"	"Leegaardiella sol"	2009	"MERCLIM-2009"	"KH"	"MER09-01-29"	"Occurrence"	450.02	3	0.00666637038353851	"l"	"present"	"verified"	60	450.02	50	1000	1	22.501	"Niskin bottle"	"phytoplankton"					
10	10	10	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"	2009	"MERCLIM-2009"	"KH"	"MER09-01-29"	"Occurrence"	600.026666666667	4	0.00666637038353851	"l"	"present"	"verified"	60	450.02	50	1000	1	30.0013333333333	"Niskin bottle"	"phytoplankton"					
10	60	10	"iopan.pl"	"cells/l"	"Monosiga marina"	2009	"MERCLIM-2009"	"KH"	"MER09-01-29"	"Occurrence"	5198.471875	4	0.0007694568896749104	"l"	"present"	"verified"	256	16635.11	50	1000	1	259.92359375	"Niskin bottle"	"phytoplankton"					
10	10	10	"iopan.pl"	"cells/l"	"Pachysphaera"	2009	"MERCLIM-2009"	"KH"	"MER09-01-29"	"Occurrence"	150.006666666667	1	0.00666637038353851	"l"	"present"	"verified"	60	450.02	50	1000	1	7.50033333333333	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
10	60	10	"iopan.pl"	"cells/l"	"Plagioselmis"	2009	"MERCLIM-2009"	"KH"	"MER09-01-29"	"Occurrence"	3898.85390625	3	0.0007694568896749104	"l"	"present"	"verified"	256	16635.11	50	1000	1	194.9426953125	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
10	10	10	"iopan.pl"	"cells/l"	"Pronoctiluca pelagica"	2009	"MERCLIM-2009"	"KH"	"MER09-01-29"	"Occurrence"	150.006666666667	1	0.00666637038353851	"l"	"present"	"verified"	60	450.02	50	1000	1	7.50033333333333	"Niskin bottle"	"phytoplankton"					
10	60	10	"iopan.pl"	"cells/l"	"Prorocentrum"	2009	"MERCLIM-2009"	"KH"	"MER09-01-29"	"Occurrence"	14295.79765625	11	0.0007694568896749104	"l"	"present"	"verified"	256	16635.11	50	1000	1	714.7898828125	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
10	10	10	"iopan.pl"	"cells/l"	"Protoperidinium pellucidum"	2009	"MERCLIM-2009"	"KH"	"MER09-01-29"	"Occurrence"	150.006666666667	1	0.00666637038353851	"l"	"present"	"verified"	60	450.02	50	1000	1	7.50033333333333	"Niskin bottle"	"phytoplankton"					
10	60	10	"iopan.pl"	"cells/l"	"Pseudo-nitzschia delicatissima"	2009	"MERCLIM-2009"	"KH"	"MER09-01-29"	"Occurrence"	6498.08984375	5	0.0007694568896749104	"l"	"present"	"verified"	256	16635.11	50	1000	1	324.9044921875	"Niskin bottle"	"phytoplankton"					
10	60	10	"iopan.pl"	"cells/l"	"Pyramimonas"	2009	"MERCLIM-2009"	"KH"	"MER09-01-29"	"Occurrence"	6498.08984375	5	0.0007694568896749104	"l"	"present"	"verified"	256	16635.11	50	1000	1	324.9044921875	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
10	60	10	"iopan.pl"	"cells/l"	"Bacillariophyceae"	2009	"MERCLIM-2009"	"KH"	"MER09-01-29"	"Occurrence"	14295.79765625	11	0.0007694568896749104	"l"	"present"	"verified"	256	16635.11	50	1000	1	714.7898828125	"Niskin bottle"	"phytoplankton"	"indet."	"<10um"		"Pennate"	
10	10	10	"iopan.pl"	"cells/l"	"Strombidium"	2009	"MERCLIM-2009"	"KH"	"MER09-01-29"	"Occurrence"	1200.05333333333	8	0.00666637038353851	"l"	"present"	"verified"	60	450.02	50	1000	1	60.0026666666667	"Niskin bottle"	"phytoplankton"	"sp. cf. S. vestitum"	"sp. cf s.vestitum"	"species"		
10	10	10	"iopan.pl"	"cells/l"	"Strombidium"	2009	"MERCLIM-2009"	"KH"	"MER09-01-29"	"Occurrence"	450.02	3	0.00666637038353851	"l"	"present"	"verified"	60	450.02	50	1000	1	22.501	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
10	60	10	"iopan.pl"	"cells/l"	"Thalassiosira nordenskioeldii"	2009	"MERCLIM-2009"	"KH"	"MER09-01-29"	"Occurrence"	2599.2359375	2	0.0007694568896749104	"l"	"present"	"verified"	256	16635.11	50	1000	1	129.961796875	"Niskin bottle"	"phytoplankton"					
10	60	10	"iopan.pl"	"cells/l"	"Thalassiosira"	2009	"MERCLIM-2009"	"KH"	"MER09-01-29"	"Occurrence"	6498.08984375	5	0.0007694568896749104	"l"	"present"	"verified"	256	16635.11	50	1000	1	324.9044921875	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
10	60	10	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"	2009	"MERCLIM-2009"	"KH"	"MER09-01-29"	"Occurrence"	6498.08984375	5	0.0007694568896749104	"l"	"present"	"verified"	256	16635.11	50	1000	1	324.9044921875	"Niskin bottle"	"phytoplankton"		"3-7um"		"Monoflagellatae"	
5	10	5	"iopan.pl"	"cells/l"	"Acanthostomella norvegica"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	142.863492063492	1	0.006999688902715436	"l"	"present"	"verified"	63	450.02	50	1000	1	7.1431746031746	"Niskin bottle"	"phytoplankton"					
5	40	5	"iopan.pl"	"cells/l"	"Alexandrium"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	2933.44166666667	3	0.0010226895029444936	"l"	"present"	"verified"	144	7040.26	50	1000	1	146.672083333333	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
5	40	5	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	977.813888888889	1	0.0010226895029444936	"l"	"present"	"verified"	144	7040.26	50	1000	1	48.8906944444445	"Niskin bottle"	"phytoplankton"		"3-7um"		"Biflagellatae"	
5	40	5	"iopan.pl"	"cells/l"	"Calliacantha natans"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	5866.88333333333	6	0.0010226895029444936	"l"	"present"	"verified"	144	7040.26	50	1000	1	293.344166666667	"Niskin bottle"	"phytoplankton"					
5	10	5	"iopan.pl"	"cells/l"	"Chaetoceros curvisetus"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	2000.08888888889	14	0.006999688902715436	"l"	"present"	"verified"	63	450.02	50	1000	1	100.004444444444	"Niskin bottle"	"phytoplankton"					
5	10	5	"iopan.pl"	"cells/l"	"Chaetoceros debilis"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	15188.175	54	0.0035553975378872053	"l"	"present"	"verified"	32	450.02	50	1000	1	759.40875	"Niskin bottle"	"phytoplankton"					
5	10	5	"iopan.pl"	"cells/l"	"Chaetoceros furcellatus"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	25715.4285714286	60	0.0023332296342384786	"l"	"present"	"verified"	21	450.02	50	1000	1	1285.77142857143	"Niskin bottle"	"phytoplankton"					
5	40	5	"iopan.pl"	"cells/l"	"Coccolithales"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	47912.8805555556	49	0.0010226895029444936	"l"	"present"	"verified"	144	7040.26	50	1000	1	2395.64402777778	"Niskin bottle"	"phytoplankton"	"indet."	"Non det."		"Coccolithales  Non det."	
5	40	5	"iopan.pl"	"cells/l"	"Cryptomonas"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	140805.2	50	0.0003551005218557269	"l"	"present"	"verified"	50	7040.26	50	1000	1	7040.26	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
5	40	5	"iopan.pl"	"cells/l"	"Eucampia groenlandica"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	14667.2083333333	15	0.0010226895029444936	"l"	"present"	"verified"	144	7040.26	50	1000	1	733.360416666667	"Niskin bottle"	"phytoplankton"					
5	40	5	"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	8800.325	9	0.0010226895029444936	"l"	"present"	"verified"	144	7040.26	50	1000	1	440.01625	"Niskin bottle"	"phytoplankton"		"3-7um"		"Flagellatae"	
5	10	5	"iopan.pl"	"cells/l"	"Fragilariopsis"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	571.453968253968	4	0.006999688902715436	"l"	"present"	"verified"	63	450.02	50	1000	1	28.5726984126984	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
5	40	5	"iopan.pl"	"cells/l"	"Gymnodinium"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	977.813888888889	1	0.0010226895029444936	"l"	"present"	"verified"	144	7040.26	50	1000	1	48.8906944444445	"Niskin bottle"	"phytoplankton"	"sp. cf. G. arcticum"	"sp. cf g.arcticum"	"species"		
5	40	5	"iopan.pl"	"cells/l"	"Gymnodinium"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	977.813888888889	1	0.0010226895029444936	"l"	"present"	"verified"	144	7040.26	50	1000	1	48.8906944444445	"Niskin bottle"	"phytoplankton"	"sp. cf. G. gracilentum"	"sp. cf g.gracilentum"	"species"		
5	40	5	"iopan.pl"	"cells/l"	"Gymnodinium"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	977.813888888889	1	0.0010226895029444936	"l"	"present"	"verified"	144	7040.26	50	1000	1	48.8906944444445	"Niskin bottle"	"phytoplankton"	"sp. cf. G. pulchellum"	"sp. cf g.pulchellum"	"species"		
5	40	5	"iopan.pl"	"cells/l"	"Gymnodinium"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	977.813888888889	1	0.0010226895029444936	"l"	"present"	"verified"	144	7040.26	50	1000	1	48.8906944444445	"Niskin bottle"	"phytoplankton"	"sp. „krasnal”"	"sp. „krasnal”"	"species"		
5	40	5	"iopan.pl"	"cells/l"	"Gymnodinium"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	977.813888888889	1	0.0010226895029444936	"l"	"present"	"verified"	144	7040.26	50	1000	1	48.8906944444445	"Niskin bottle"	"phytoplankton"	"sp."	"sp. 20-30um"	"species"	"Gymnodinium sp. 20-30um"	
5	40	5	"iopan.pl"	"cells/l"	"Gymnodinium"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	4889.06944444445	5	0.0010226895029444936	"l"	"present"	"verified"	144	7040.26	50	1000	1	244.453472222222	"Niskin bottle"	"phytoplankton"	"sp. „z dupką”"	"sp. „z dupką”"	"species"		
5	10	5	"iopan.pl"	"cells/l"	"Gyrodinium fusiforme"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	285.726984126984	2	0.006999688902715436	"l"	"present"	"verified"	63	450.02	50	1000	1	14.2863492063492	"Niskin bottle"	"phytoplankton"					
5	40	5	"iopan.pl"	"cells/l"	"Heterocapsa rotundata"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	5866.88333333333	6	0.0010226895029444936	"l"	"present"	"verified"	144	7040.26	50	1000	1	293.344166666667	"Niskin bottle"	"phytoplankton"					
5	10	5	"iopan.pl"	"cells/l"	"Leegaardiella sol"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	1571.49841269841	11	0.006999688902715436	"l"	"present"	"verified"	63	450.02	50	1000	1	78.5749206349206	"Niskin bottle"	"phytoplankton"					
5	10	5	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	142.863492063492	1	0.006999688902715436	"l"	"present"	"verified"	63	450.02	50	1000	1	7.1431746031746	"Niskin bottle"	"phytoplankton"					
5	40	5	"iopan.pl"	"cells/l"	"Mesodinium rubrum"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	977.813888888889	1	0.0010226895029444936	"l"	"present"	"verified"	144	7040.26	50	1000	1	48.8906944444445	"Niskin bottle"	"phytoplankton"					
5	40	5	"iopan.pl"	"cells/l"	"Phaeocystis"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	23467.5333333333	24	0.0010226895029444936	"l"	"present"	"verified"	144	7040.26	50	1000	1	1173.37666666667	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
5	40	5	"iopan.pl"	"cells/l"	"Prorocentrum"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	12711.5805555556	13	0.0010226895029444936	"l"	"present"	"verified"	144	7040.26	50	1000	1	635.579027777778	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
5	40	5	"iopan.pl"	"cells/l"	"Protoperidinium pellucidum"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	977.813888888889	1	0.0010226895029444936	"l"	"present"	"verified"	144	7040.26	50	1000	1	48.8906944444445	"Niskin bottle"	"phytoplankton"					
5	40	5	"iopan.pl"	"cells/l"	"Bacillariophyceae"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	3911.25555555556	4	0.0010226895029444936	"l"	"present"	"verified"	144	7040.26	50	1000	1	195.562777777778	"Niskin bottle"	"phytoplankton"	"indet."	"<10um"		"Pennate"	
5	10	5	"iopan.pl"	"cells/l"	"Strombidium"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	714.31746031746	5	0.006999688902715436	"l"	"present"	"verified"	63	450.02	50	1000	1	35.715873015873	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
5	10	5	"iopan.pl"	"cells/l"	"Thalassiosira nordenskioeldii"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	142.863492063492	1	0.006999688902715436	"l"	"present"	"verified"	63	450.02	50	1000	1	7.1431746031746	"Niskin bottle"	"phytoplankton"					
5	40	5	"iopan.pl"	"cells/l"	"Tintinnopsis"	2009	"MERCLIM-2009"	"KH"	"MER09-01-30"	"Occurrence"	977.813888888889	1	0.0010226895029444936	"l"	"present"	"verified"	144	7040.26	50	1000	1	48.8906944444445	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
0	10		"iopan.pl"	"cells/l"	"Acanthostomella norvegica"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	264.717647058823	2	0.007555219768010312	"l"	"present"	"verified"	68	450.02	50	1000	1	13.2358823529412	"Niskin bottle"	"phytoplankton"					
0	40		"iopan.pl"	"cells/l"	"Alexandrium"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	3657.27792207792	4	0.001093709607315639	"l"	"present"	"verified"	154	7040.26	50	1000	1	182.863896103896	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
0	40		"iopan.pl"	"cells/l"	"Algirosphaera robusta"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	3657.27792207792	4	0.001093709607315639	"l"	"present"	"verified"	154	7040.26	50	1000	1	182.863896103896	"Niskin bottle"	"phytoplankton"					
0	40		"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	914.31948051948	1	0.001093709607315639	"l"	"present"	"verified"	154	7040.26	50	1000	1	45.715974025974	"Niskin bottle"	"phytoplankton"		"7-10um"		"Biflagellatae"	
0	40		"iopan.pl"	"cells/l"	"Calliacantha natans"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	914.31948051948	1	0.001093709607315639	"l"	"present"	"verified"	154	7040.26	50	1000	1	45.715974025974	"Niskin bottle"	"phytoplankton"					
0	10		"iopan.pl"	"cells/l"	"Chaetoceros curvisetus"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	264.717647058823	2	0.007555219768010312	"l"	"present"	"verified"	68	450.02	50	1000	1	13.2358823529412	"Niskin bottle"	"phytoplankton"					
0	10		"iopan.pl"	"cells/l"	"Chaetoceros debilis"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	22501	50	0.002222123461179503	"l"	"present"	"verified"	20	450.02	50	1000	1	1125.05	"Niskin bottle"	"phytoplankton"					
0	10		"iopan.pl"	"cells/l"	"Chaetoceros furcellatus"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	6485.58235294118	49	0.007555219768010312	"l"	"present"	"verified"	68	450.02	50	1000	1	324.279117647059	"Niskin bottle"	"phytoplankton"					
0	40		"iopan.pl"	"cells/l"	"Ciliophora"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	914.31948051948	1	0.001093709607315639	"l"	"present"	"verified"	154	7040.26	50	1000	1	45.715974025974	"Niskin bottle"	"phytoplankton"	"indet."	"Non det. 30-40um"		"Ciliophora non det Non det. 30-40um"	
0	40		"iopan.pl"	"cells/l"	"Chaetoceros furcellatus"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	1828.63896103896	2	0.001093709607315639	"l"	"present"	"verified"	154	7040.26	50	1000	1	91.4319480519481	"Niskin bottle"	"phytoplankton"		"cyst"		"Chaetoceros furcellatus cyst"	"cyst"
0	40		"iopan.pl"	"cells/l"	"Coccolithales"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	29258.2233766234	32	0.001093709607315639	"l"	"present"	"verified"	154	7040.26	50	1000	1	1462.91116883117	"Niskin bottle"	"phytoplankton"	"indet."	"Non det."		"Coccolithales  Non det."	
0	40		"iopan.pl"	"cells/l"	"Cryptomonas"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	64589.5412844037	50	0.0007741191376454847	"l"	"present"	"verified"	109	7040.26	50	1000	1	3229.47706422018	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
0	40		"iopan.pl"	"cells/l"	"Ceratoneis closterium"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	914.31948051948	1	0.001093709607315639	"l"	"present"	"verified"	154	7040.26	50	1000	1	45.715974025974	"Niskin bottle"	"phytoplankton"		"old Cylindrotheca closterium"			
0	10		"iopan.pl"	"cells/l"	"Entomoneis paludosa"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	397.076470588235	3	0.007555219768010312	"l"	"present"	"verified"	68	450.02	50	1000	1	19.8538235294118	"Niskin bottle"	"phytoplankton"					
0	40		"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	3657.27792207792	4	0.001093709607315639	"l"	"present"	"verified"	154	7040.26	50	1000	1	182.863896103896	"Niskin bottle"	"phytoplankton"		">7um"		"Flagellatae"	
0	40		"iopan.pl"	"cells/l"	"Eukaryota incertae sedis"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	6400.23636363636	7	0.001093709607315639	"l"	"present"	"verified"	154	7040.26	50	1000	1	320.011818181818	"Niskin bottle"	"phytoplankton"		"3-7um"		"Flagellatae"	
0	40		"iopan.pl"	"cells/l"	"Gymnodinium"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	3657.27792207792	4	0.001093709607315639	"l"	"present"	"verified"	154	7040.26	50	1000	1	182.863896103896	"Niskin bottle"	"phytoplankton"	"sp."	"sp. 10-20um"	"species"	"Gymnodinium sp. 10-20um"	
0	10		"iopan.pl"	"cells/l"	"Gymnodinium"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	264.717647058823	2	0.007555219768010312	"l"	"present"	"verified"	68	450.02	50	1000	1	13.2358823529412	"Niskin bottle"	"phytoplankton"	"sp."	"sp. 20-30um"	"species"	"Gymnodinium sp. 20-30um"	
0	40		"iopan.pl"	"cells/l"	"Gymnodinium wulffii"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	914.31948051948	1	0.001093709607315639	"l"	"present"	"verified"	154	7040.26	50	1000	1	45.715974025974	"Niskin bottle"	"phytoplankton"					
0	40		"iopan.pl"	"cells/l"	"Gymnodinium"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	3657.27792207792	4	0.001093709607315639	"l"	"present"	"verified"	154	7040.26	50	1000	1	182.863896103896	"Niskin bottle"	"phytoplankton"	"sp. „z dupką”"	"sp. „z dupką”"	"species"		
0	10		"iopan.pl"	"cells/l"	"Gyrodinium fusiforme"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	529.435294117647	4	0.007555219768010312	"l"	"present"	"verified"	68	450.02	50	1000	1	26.4717647058823	"Niskin bottle"	"phytoplankton"					
0	10		"iopan.pl"	"cells/l"	"Leegaardiella sol"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	1455.94705882353	11	0.007555219768010312	"l"	"present"	"verified"	68	450.02	50	1000	1	72.7973529411765	"Niskin bottle"	"phytoplankton"					
0	40		"iopan.pl"	"cells/l"	"Leucocryptos marina"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	914.31948051948	1	0.001093709607315639	"l"	"present"	"verified"	154	7040.26	50	1000	1	45.715974025974	"Niskin bottle"	"phytoplankton"					
0	40		"iopan.pl"	"cells/l"	"Lohmanniella oviformis"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	9143.19480519481	10	0.001093709607315639	"l"	"present"	"verified"	154	7040.26	50	1000	1	457.15974025974	"Niskin bottle"	"phytoplankton"					
0	40		"iopan.pl"	"cells/l"	"Micracanthodinium claytonii"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	914.31948051948	1	0.001093709607315639	"l"	"present"	"verified"	154	7040.26	50	1000	1	45.715974025974	"Niskin bottle"	"phytoplankton"					
0	10		"iopan.pl"	"cells/l"	"Mesodinium rubrum"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	397.076470588235	3	0.007555219768010312	"l"	"present"	"verified"	68	450.02	50	1000	1	19.8538235294118	"Niskin bottle"	"phytoplankton"					
0	40		"iopan.pl"	"cells/l"	"Pachysphaera"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	914.31948051948	1	0.001093709607315639	"l"	"present"	"verified"	154	7040.26	50	1000	1	45.715974025974	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
0	40		"iopan.pl"	"cells/l"	"Parafavella obtusangula"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	914.31948051948	1	0.001093709607315639	"l"	"present"	"verified"	154	7040.26	50	1000	1	45.715974025974	"Niskin bottle"	"phytoplankton"					
0	40		"iopan.pl"	"cells/l"	"Prorocentrum"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	5485.91688311688	6	0.001093709607315639	"l"	"present"	"verified"	154	7040.26	50	1000	1	274.295844155844	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
0	40		"iopan.pl"	"cells/l"	"Protoperidinium bipes"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	1828.63896103896	2	0.001093709607315639	"l"	"present"	"verified"	154	7040.26	50	1000	1	91.4319480519481	"Niskin bottle"	"phytoplankton"					
0	40		"iopan.pl"	"cells/l"	"Protoperidinium pellucidum"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	914.31948051948	1	0.001093709607315639	"l"	"present"	"verified"	154	7040.26	50	1000	1	45.715974025974	"Niskin bottle"	"phytoplankton"					
0	40		"iopan.pl"	"cells/l"	"Pseudogomphonema"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	914.31948051948	1	0.001093709607315639	"l"	"present"	"verified"	154	7040.26	50	1000	1	45.715974025974	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
0	40		"iopan.pl"	"cells/l"	"Pyramimonas"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	914.31948051948	1	0.001093709607315639	"l"	"present"	"verified"	154	7040.26	50	1000	1	45.715974025974	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
0	10		"iopan.pl"	"cells/l"	"Rhizosolenia borealis"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	264.717647058823	2	0.007555219768010312	"l"	"present"	"verified"	68	450.02	50	1000	1	13.2358823529412	"Niskin bottle"	"phytoplankton"					
0	10		"iopan.pl"	"cells/l"	"Strombidium"	2009	"MERCLIM-2009"	"KH"	"MER09-01-31"	"Occurrence"	3308.97058823529	25	0.007555219768010312	"l"	"present"	"verified"	68	450.02	50	1000	1	165.448529411765	"Niskin bottle"	"phytoplankton"	"sp."	"sp."	"species"		
