"maximumDepthInMeters"	"magnification"	"identifiedBy"	"organismQuantityType"	"scientificName"	"year"	"expedition"	"locationID"	"fieldNumber"	"previousIdentifications"	"basisOfRecord"	"organismQuantity"	"individualCount"	"sampleSizeValue"	"sampleSizeUnit"	"occurrenceStatus"	"occurrenceRemarks"	"quantificationStatus"	"fieldsInCount"	"maxFields"	"takenVolume"	"bottleVolume"	"initialVolume"	"cellsInChamber"	"gear"	"sampletype"	"identificationQualifier"	"taxonRank"	"lifeStage"	"minimumDepthInMeters"	"organismRemarks"	"organismScope"	"verbatimTaxon"
100	10	"MR"	"cells/l"	"Gyrodinium"	2014	"ICE2014"	"R2"	"PHT-089"		"Occurrence"	178.7055556	2	0.011193681788501601	"l"	"present"		"verified"	72	321.61	50	1000	1	8.935277778	"Niskin bottle"	"phytoplankton"	"sp. cf. G.spirale"	"species"		100			
100	60	"MR"	"cells/l"	"Gyrodinium"	2014	"ICE2014"	"R2"	"PHT-089"	"Gyrodinium  sp. 10-20um"	"Occurrence"	1714.959794	1	0.0005831040492067681	"l"	"present"		"verified"	194	16635.11	50	1000	1	85.74798969	"Niskin bottle"	"phytoplankton"	"sp."	"species"		100			
100	60	"MR"	"cells/l"	"Gyrodinium"	2014	"ICE2014"	"R2"	"PHT-089"	"Gyrodinium  sp. 20-30um"	"Occurrence"	10289.75876	6	0.0005831040492067681	"l"	"present"		"verified"	194	16635.11	50	1000	1	514.4879381	"Niskin bottle"	"phytoplankton"	"sp."	"species"		100			
100	60	"MR"	"cells/l"	"Heterocapsa rotundata"	2014	"ICE2014"	"R2"	"PHT-089"	"Heterocapsa rotudnata"	"Occurrence"	1714.959794	1	0.0005831040492067681	"l"	"present"		"verified"	194	16635.11	50	1000	1	85.74798969	"Niskin bottle"	"phytoplankton"				100			
100	60	"MR"	"cells/l"	"Oxyrrhis"	2014	"ICE2014"	"R2"	"PHT-089"		"Occurrence"	5144.879381	3	0.0005831040492067681	"l"	"present"		"verified"	194	16635.11	50	1000	1	257.2439691	"Niskin bottle"	"phytoplankton"	"sp."	"species"		100			
100	10	"MR"	"cells/l"	"Protoperidinium bipes"	2014	"ICE2014"	"R2"	"PHT-089"		"Occurrence"	89.35277778	1	0.011193681788501601	"l"	"present"		"verified"	72	321.61	50	1000	1	4.467638889	"Niskin bottle"	"phytoplankton"				100			
100	10	"MR"	"cells/l"	"Protoperidinium"	2014	"ICE2014"	"R2"	"PHT-089"		"Occurrence"	89.35277778	1	0.011193681788501601	"l"	"present"		"verified"	72	321.61	50	1000	1	4.467638889	"Niskin bottle"	"phytoplankton"	"sp. cf. P.brevipes"	"species"		100			
100	10	"MR"	"cells/l"	"Protoperidinium pallidum"	2014	"ICE2014"	"R2"	"PHT-089"		"Occurrence"	268.0583333	3	0.011193681788501601	"l"	"present"		"verified"	72	321.61	50	1000	1	13.40291667	"Niskin bottle"	"phytoplankton"				100			
100	10	"MR"	"cells/l"	"Protoperidinium"	2014	"ICE2014"	"R2"	"PHT-089"		"Occurrence"	89.35277778	1	0.011193681788501601	"l"	"present"		"verified"	72	321.61	50	1000	1	4.467638889	"Niskin bottle"	"phytoplankton"	"sp."	"species"		100			
100	10	"MR"	"cells/l"	"Polarella glacialis"	2014	"ICE2014"	"R2"	"PHT-089"	"Polarella glacialis cyst"	"Occurrence"	6211.558621	56	0.009017132551848512	"l"	"present"		"verified"	58	321.61	50	1000	1	310.577931	"Niskin bottle"	"phytoplankton"			"cyst"	100			
100	60	"MR"	"cells/l"	"Polarella glacialis"	2014	"ICE2014"	"R2"	"PHT-089"	"Polarella glacialis cyst"	"Occurrence"	15434.63814	9	0.0005831040492067681	"l"	"present"		"verified"	194	16635.11	50	1000	1	771.7319072	"Niskin bottle"	"phytoplankton"			"cyst"	100			
100	10	"MR"	"cells/l"	"Dinophyceae"	2014	"ICE2014"	"R2"	"PHT-089"		"Occurrence"	89.35277778	1	0.011193681788501601	"l"	"present"		"verified"	72	321.61	50	1000	1	4.467638889	"Niskin bottle"	"phytoplankton"		"class"		100	"flagellate"		"Dinophyceae"
100	60	"MR"	"cells/l"	"Monosiga marina"	2014	"ICE2014"	"R2"	"PHT-089"		"Occurrence"	8574.798969	5	0.0005831040492067681	"l"	"present"		"verified"	194	16635.11	50	1000	1	428.7399485	"Niskin bottle"	"phytoplankton"				100			
100	60	"MR"	"cells/l"	"Choanoflagellatea"	2014	"ICE2014"	"R2"	"PHT-089"		"Occurrence"	6859.839175	4	0.0005831040492067681	"l"	"present"		"verified"	194	16635.11	50	1000	1	342.9919588	"Niskin bottle"	"phytoplankton"	"indet."			100			
100	60	"MR"	"cells/l"	"Dinobryon balticum"	2014	"ICE2014"	"R2"	"PHT-089"		"Occurrence"	24009.43711	14	0.0005831040492067681	"l"	"present"		"verified"	194	16635.11	50	1000	1	1200.471856	"Niskin bottle"	"phytoplankton"				100			
100	60	"MR"	"cells/l"	"Dinobryon"	2014	"ICE2014"	"R2"	"PHT-089"		"Occurrence"	5144.879381	3	0.0005831040492067681	"l"	"present"		"verified"	194	16635.11	50	1000	1	257.2439691	"Niskin bottle"	"phytoplankton"	"sp."	"species"		100			
100	60	"MR"	"cells/l"	"Chrysophyceae"	2014	"ICE2014"	"R2"	"PHT-089"	"Chrysophyceae indet. cyst"	"Occurrence"	12004.71856	7	0.0005831040492067681	"l"	"present"		"verified"	194	16635.11	50	1000	1	600.2359278	"Niskin bottle"	"phytoplankton"	"indet."		"cyst"	100			
100	60	"MR"	"cells/l"	"Cryptophyceae"	2014	"ICE2014"	"R2"	"PHT-089"	"Cryptophyceae indet. 6-10um"	"Occurrence"	8574.798969	5	0.0005831040492067681	"l"	"present"		"verified"	194	16635.11	50	1000	1	428.7399485	"Niskin bottle"	"phytoplankton"	"indet."			100			
100	60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2014	"ICE2014"	"R2"	"PHT-089"	"Flagellatae"	"Occurrence"	5144.879381	3	0.0005831040492067681	"l"	"present"		"verified"	194	16635.11	50	1000	1	257.2439691	"Niskin bottle"	"phytoplankton"	"sp."	"species"		100			
100	60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2014	"ICE2014"	"R2"	"PHT-089"	"Flagellatae"	"Occurrence"	27439.3567	16	0.0005831040492067681	"l"	"present"		"verified"	194	16635.11	50	1000	1	1371.967835	"Niskin bottle"	"phytoplankton"	"indet."			100			
100	60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2014	"ICE2014"	"R2"	"PHT-089"	"Flagellatae"	"Occurrence"	58308.63299	34	0.0005831040492067681	"l"	"present"		"verified"	194	16635.11	50	1000	1	2915.431649	"Niskin bottle"	"phytoplankton"	"indet."			100			
100	60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2014	"ICE2014"	"R2"	"PHT-089"	"Flagellatae"	"Occurrence"	5144.879381	3	0.0005831040492067681	"l"	"present"		"verified"	194	16635.11	50	1000	1	257.2439691	"Niskin bottle"	"phytoplankton"	"indet."			100			
100	60	"MR"	"cells/l"	"Pyramimonas"	2014	"ICE2014"	"R2"	"PHT-089"		"Occurrence"	5144.879381	3	0.0005831040492067681	"l"	"present"		"verified"	194	16635.11	50	1000	1	257.2439691	"Niskin bottle"	"phytoplankton"	"sp. cf. P. virginica"	"species"		100			
100	60	"MR"	"cells/l"	"Algirosphaera robusta"	2014	"ICE2014"	"R2"	"PHT-089"		"Occurrence"	6859.839175	4	0.0005831040492067681	"l"	"present"		"verified"	194	16635.11	50	1000	1	342.9919588	"Niskin bottle"	"phytoplankton"				100			
100	60	"MR"	"cells/l"	"Coccolithales"	2014	"ICE2014"	"R2"	"PHT-089"		"Occurrence"	385632.0955	51	0.00013225040291287523	"l"	"present"		"verified"	44	16635.11	50	1000	1	19281.60477	"Niskin bottle"	"phytoplankton"	"indet."			100			
100	10	"MR"	"cells/l"	"Lohmanniella oviformis"	2014	"ICE2014"	"R2"	"PHT-089"		"Occurrence"	1250.938889	14	0.011193681788501601	"l"	"present"		"verified"	72	321.61	50	1000	1	62.54694444	"Niskin bottle"	"phytoplankton"				100			
100	10	"MR"	"cells/l"	"Strombidium"	2014	"ICE2014"	"R2"	"PHT-089"	"Strombidium/Strobilidium"	"Occurrence"	982.8805556	11	0.011193681788501601	"l"	"present"		"verified"	72	321.61	50	1000	1	49.14402778	"Niskin bottle"	"phytoplankton"				100			
100	10	"MR"	"cells/l"	"Acanthostomella norvegica"	2014	"ICE2014"	"R2"	"PHT-089"		"Occurrence"	89.35277778	1	0.011193681788501601	"l"	"present"		"verified"	72	321.61	50	1000	1	4.467638889	"Niskin bottle"	"phytoplankton"				100			
100	10	"MR"	"cells/l"	"Ciliophora"	2014	"ICE2014"	"R2"	"PHT-089"		"Occurrence"	1787.055556	20	0.011193681788501601	"l"	"present"		"verified"	72	321.61	50	1000	1	89.35277778	"Niskin bottle"	"phytoplankton"	"sp."	"species"		100			
100	10	"MR"	"cells/l"	"Ciliophora"	2014	"ICE2014"	"R2"	"PHT-089"		"Occurrence"	804.175	9	0.011193681788501601	"l"	"present"		"verified"	72	321.61	50	1000	1	40.20875	"Niskin bottle"	"phytoplankton"	"indet."			100			
100	10	"MR"	"cells/l"	"Ciliophora"	2014	"ICE2014"	"R2"	"PHT-089"	"Ciliophora sp.1"	"Occurrence"	1340.291667	15	0.011193681788501601	"l"	"present"		"verified"	72	321.61	50	1000	1	67.01458333	"Niskin bottle"	"phytoplankton"	"sp. 1"	"species"		100			
100	60	"MR"	"cells/l"	"Chytridiomycetes"	2014	"ICE2014"	"R2"	"PHT-089"		"Occurrence"	1714.959794	1	0.0005831040492067681	"l"	"present"		"verified"	194	16635.11	50	1000	1	85.74798969	"Niskin bottle"	"phytoplankton"	"indet."			100			
100	60	"MR"	"cells/l"	"Raphidophyceae"	2014	"ICE2014"	"R2"	"PHT-089"	"Raphidiophyceae"	"Occurrence"	3429.919588	2	0.0005831040492067681	"l"	"present"		"verified"	194	16635.11	50	1000	1	171.4959794	"Niskin bottle"	"phytoplankton"	"indet."			100			
10	10	"MR"	"cells/l"	"Cylindrotheca closterium"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	252.2901961	2	0.007928857933521967	"l"	"present"		"verified"	51	321.61	50	1000	1	12.6145098	"Niskin bottle"	"phytoplankton"				10			
10	60	"MR"	"cells/l"	"Chaetoceros socialis"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	27311.37463	11	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	1365.568731	"Niskin bottle"	"phytoplankton"				10			
10	6	"MR"	"cells/l"	"Chaetoceros"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	76968.4194	31	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	3848.42097	"Niskin bottle"	"phytoplankton"	"sp. cf. socialis"	"species"		10			
10	60	"MR"	"cells/l"	"Chaetoceros socialis"	2014	"ICE2014"	"R2"	"PHT-088"	"Chaetoceros socialis spores"	"Occurrence"	14897.11343	6	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	744.8556716	"Niskin bottle"	"phytoplankton"			"spores"	10			
10	10	"MR"	"cells/l"	"Thalassiosira"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	883.0156863	7	0.007928857933521967	"l"	"present"		"verified"	51	321.61	50	1000	1	44.15078431	"Niskin bottle"	"phytoplankton"	"sp. cf. T.antarctica\pacyfica"	"species"		10			
10	10	"MR"	"cells/l"	"Thalassiosira bioculata"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	252.2901961	2	0.007928857933521967	"l"	"present"		"verified"	51	321.61	50	1000	1	12.6145098	"Niskin bottle"	"phytoplankton"				10			
10	10	"MR"	"cells/l"	"Rhizosolenia"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	126.145098	1	0.007928857933521967	"l"	"present"		"verified"	51	321.61	50	1000	1	6.307254902	"Niskin bottle"	"phytoplankton"	"sp."	"species"		10			
10	60	"MR"	"cells/l"	"Synedropsis hyperborea"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	2482.852239	1	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	124.1426119	"Niskin bottle"	"phytoplankton"				10			
10	60	"MR"	"cells/l"	"Gymnodinium"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	2482.852239	1	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	124.1426119	"Niskin bottle"	"phytoplankton"	"sp. cf. G. arcticum"	"species"		10			
10	60	"MR"	"cells/l"	"Gymnodinium galeatum"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	19862.81791	8	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	993.1408955	"Niskin bottle"	"phytoplankton"				10			
10	60	"MR"	"cells/l"	"Gymnodinium"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	7448.556716	3	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	372.4278358	"Niskin bottle"	"phytoplankton"	"sp. cf. G. galeatum"	"species"		10			
10	60	"MR"	"cells/l"	"Gymnodinium gracilentum"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	4965.704478	2	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	248.2852239	"Niskin bottle"	"phytoplankton"				10			
10	60	"MR"	"cells/l"	"Gymnodinium"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	7448.556716	3	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	372.4278358	"Niskin bottle"	"phytoplankton"	"sp. cf. G. wulffii"	"species"		10			
10	60	"MR"	"cells/l"	"Gymnodinium"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	4965.704478	2	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	248.2852239	"Niskin bottle"	"phytoplankton"	"sp. a"	"species"		10			
10	60	"MR"	"cells/l"	"Gymnodinium"	2014	"ICE2014"	"R2"	"PHT-088"	"Gymnodinium  sp. b"	"Occurrence"	2482.852239	1	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	124.1426119	"Niskin bottle"	"phytoplankton"	"sp. b"	"species"		10			
10	60	"MR"	"cells/l"	"Gymnodinium"	2014	"ICE2014"	"R2"	"PHT-088"	"Gymnodinium  sp. <10um"	"Occurrence"	14897.11343	6	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	744.8556716	"Niskin bottle"	"phytoplankton"	"sp."	"species"		10			
10	60	"MR"	"cells/l"	"Gymnodinium"	2014	"ICE2014"	"R2"	"PHT-088"	"Gymnodinium  sp. 10-20um"	"Occurrence"	14897.11343	6	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	744.8556716	"Niskin bottle"	"phytoplankton"	"sp."	"species"		10			
10	10	"MR"	"cells/l"	"Gyrodinium fusiforme"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	1135.305882	9	0.007928857933521967	"l"	"present"		"verified"	51	321.61	50	1000	1	56.76529412	"Niskin bottle"	"phytoplankton"				10			
10	10	"MR"	"cells/l"	"Gyrodinium"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	126.145098	1	0.007928857933521967	"l"	"present"		"verified"	51	321.61	50	1000	1	6.307254902	"Niskin bottle"	"phytoplankton"	"sp."	"species"		10			
10	60	"MR"	"cells/l"	"Oxyrrhis"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	4965.704478	2	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	248.2852239	"Niskin bottle"	"phytoplankton"	"sp."	"species"		10			
10	10	"MR"	"cells/l"	"Pronoctiluca pelagica"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	126.145098	1	0.007928857933521967	"l"	"present"		"verified"	51	321.61	50	1000	1	6.307254902	"Niskin bottle"	"phytoplankton"				10			
10	60	"MR"	"cells/l"	"Dinophyceae"	2014	"ICE2014"	"R2"	"PHT-088"	"Dinophyceae indet. >20um"	"Occurrence"	12414.26119	5	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	620.7130597	"Niskin bottle"	"phytoplankton"	"indet."			10			
10	60	"MR"	"cells/l"	"Monosiga marina"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	4965.704478	2	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	248.2852239	"Niskin bottle"	"phytoplankton"				10			
10	60	"MR"	"cells/l"	"Leucocryptos marina"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	2482.852239	1	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	124.1426119	"Niskin bottle"	"phytoplankton"				10			
10	60	"MR"	"cells/l"	"Dinobryon balticum"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	161505.9223	50	0.00030958617045513974	"l"	"present"		"verified"	103	16635.11	50	1000	1	8075.296117	"Niskin bottle"	"phytoplankton"				10			
10	60	"MR"	"cells/l"	"Dinobryon faculiferum"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	19862.81791	8	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	993.1408955	"Niskin bottle"	"phytoplankton"				10			
10	60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2014	"ICE2014"	"R2"	"PHT-088"	"Flagellatae"	"Occurrence"	7448.556716	3	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	372.4278358	"Niskin bottle"	"phytoplankton"	"sp."	"species"		10			
10	60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2014	"ICE2014"	"R2"	"PHT-088"	"Flagellatae"	"Occurrence"	42208.48806	17	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	2110.424403	"Niskin bottle"	"phytoplankton"	"indet."			10			
10	60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2014	"ICE2014"	"R2"	"PHT-088"	"Biflagellatae"	"Occurrence"	19862.81791	8	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	993.1408955	"Niskin bottle"	"phytoplankton"	"indet."			10			
10	60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2014	"ICE2014"	"R2"	"PHT-088"	"Flagellatae"	"Occurrence"	42208.48806	17	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	2110.424403	"Niskin bottle"	"phytoplankton"	"indet."			10			
10	60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2014	"ICE2014"	"R2"	"PHT-088"	"Biflagellatae"	"Occurrence"	4965.704478	2	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	248.2852239	"Niskin bottle"	"phytoplankton"	"indet."			10			
10	60	"MR"	"cells/l"	"Pyramimonas"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	2482.852239	1	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	124.1426119	"Niskin bottle"	"phytoplankton"	"sp. cf. P. nansenii"	"species"		10			
10	60	"MR"	"cells/l"	"Algirosphaera robusta"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	7448.556716	3	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	372.4278358	"Niskin bottle"	"phytoplankton"				10			
10	60	"MR"	"cells/l"	"Coccolithales"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	39725.63582	16	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	1986.281791	"Niskin bottle"	"phytoplankton"	"indet."			10			
10	60	"MR"	"cells/l"	"Coccolithales"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	193431.5116	50	0.00025848942387516526	"l"	"present"		"verified"	86	16635.11	50	1000	1	9671.575581	"Niskin bottle"	"phytoplankton"	"indet."			10			
10	60	"MR"	"cells/l"	"Phaeocystis pouchetii"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	408316.3364	54	0.00013225040291287523	"l"	"present"		"verified"	44	16635.11	50	1000	1	20415.81682	"Niskin bottle"	"phytoplankton"				10			
10	60	"MR"	"cells/l"	"Phaeocystis pouchetii"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	14897.11343	6	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	744.8556716	"Niskin bottle"	"phytoplankton"				10			
10	10	"MR"	"cells/l"	"Lohmanniella oviformis"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	252.2901961	2	0.007928857933521967	"l"	"present"		"verified"	51	321.61	50	1000	1	12.6145098	"Niskin bottle"	"phytoplankton"				10			
10	10	"MR"	"cells/l"	"Ciliophora"	2014	"ICE2014"	"R2"	"PHT-088"	"Ciliophora sp.3"	"Occurrence"	252.2901961	2	0.007928857933521967	"l"	"present"		"verified"	51	321.61	50	1000	1	12.6145098	"Niskin bottle"	"phytoplankton"	"sp. 3"	"species"		10			
10	10	"MR"	"cells/l"	"Ciliophora"	2014	"ICE2014"	"R2"	"PHT-088"	"Ciliophora sp.4"	"Occurrence"	126.145098	1	0.007928857933521967	"l"	"present"		"verified"	51	321.61	50	1000	1	6.307254902	"Niskin bottle"	"phytoplankton"	"sp. 4"	"species"		10			
10	10	"MR"	"cells/l"	"Ciliophora"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	378.4352941	3	0.007928857933521967	"l"	"present"		"verified"	51	321.61	50	1000	1	18.92176471	"Niskin bottle"	"phytoplankton"	"indet."			10			
10	60	"MR"	"cells/l"	"Eukaryota"	2014	"ICE2014"	"R2"	"PHT-088"	"Spores indet."	"Occurrence"	9931.408955	4	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	496.5704478	"Niskin bottle"	"phytoplankton"	"incertae sedis"		"spora"	10			
10	60	"MR"	"cells/l"	"Azadinium spinosum"	2014	"ICE2014"	"R2"	"PHT-088"		"Occurrence"	4965.704478	2	0.0004027625906892109	"l"	"present"		"verified"	134	16635.11	50	1000	1	248.2852239	"Niskin bottle"	"phytoplankton"				10			
25	10	"MR"	"cells/l"	"Bacterosira bathyomphala"	2014	"ICE2014"	"R2"	"PHT-087"		"Occurrence"	559.426087	4	0.007151518920431578	"l"	"present"		"verified"	46	321.61	50	1000	1	27.97130435	"Niskin bottle"	"phytoplankton"				25			
25	10	"MR"	"cells/l"	"Cylindrotheca closterium"	2014	"ICE2014"	"R2"	"PHT-087"		"Occurrence"	139.8565217	1	0.007151518920431578	"l"	"present"		"verified"	46	321.61	50	1000	1	6.992826087	"Niskin bottle"	"phytoplankton"				25			
25	10	"MR"	"cells/l"	"Chaetoceros"	2014	"ICE2014"	"R2"	"PHT-087"		"Occurrence"	839.1391304	6	0.007151518920431578	"l"	"present"		"verified"	46	321.61	50	1000	1	41.95695652	"Niskin bottle"	"phytoplankton"	"sp. cf. Ch. affinis"	"species"		25			
25	10	"MR"	"cells/l"	"Chaetoceros concavicornis"	2014	"ICE2014"	"R2"	"PHT-087"		"Occurrence"	699.2826087	5	0.007151518920431578	"l"	"present"		"verified"	46	321.61	50	1000	1	34.96413043	"Niskin bottle"	"phytoplankton"				25			
25	10	"MR"	"cells/l"	"Chaetoceros"	2014	"ICE2014"	"R2"	"PHT-087"	"Chaetoceros concavicornis/convolutus"	"Occurrence"	1258.708696	9	0.007151518920431578	"l"	"present"		"verified"	46	321.61	50	1000	1	62.93543478	"Niskin bottle"	"phytoplankton"	"spp. concavicornis/convolutus"	"species"		25			
25	10	"MR"	"cells/l"	"Chaetoceros"	2014	"ICE2014"	"R2"	"PHT-087"		"Occurrence"	1678.278261	12	0.007151518920431578	"l"	"present"		"verified"	46	321.61	50	1000	1	83.91391304	"Niskin bottle"	"phytoplankton"	"sp. cf. Ch. decipiens"	"species"		25			
25	10	"MR"	"cells/l"	"Chaetoceros socialis"	2014	"ICE2014"	"R2"	"PHT-087"		"Occurrence"	36455.93333	51	0.0013992102235627002	"l"	"present"		"verified"	9	321.61	50	1000	1	1822.796667	"Niskin bottle"	"phytoplankton"				25			
25	60	"MR"	"cells/l"	"Chaetoceros socialis"	2014	"ICE2014"	"R2"	"PHT-087"	"Chaetoceros socialis spores"	"Occurrence"	37868.54309	14	0.0003696999899609921	"l"	"present"		"verified"	123	16635.11	50	1000	1	1893.427154	"Niskin bottle"	"phytoplankton"			"spores"	25			
25	60	"MR"	"cells/l"	"Chaetoceros"	2014	"ICE2014"	"R2"	"PHT-087"		"Occurrence"	48688.12683	18	0.0003696999899609921	"l"	"present"		"verified"	123	16635.11	50	1000	1	2434.406341	"Niskin bottle"	"phytoplankton"	"sp. cf. socialis"	"species"		25			
25	60	"MR"	"cells/l"	"Chaetoceros"	2014	"ICE2014"	"R2"	"PHT-087"	"Chaetoceros sp. cf. socialis spores"	"Occurrence"	10819.58374	4	0.0003696999899609921	"l"	"present"		"verified"	123	16635.11	50	1000	1	540.979187	"Niskin bottle"	"phytoplankton"	"sp. cf. socialis"	"species"	"spores"	25			
25	10	"MR"	"cells/l"	"Licmophora"	2014	"ICE2014"	"R2"	"PHT-087"		"Occurrence"	139.8565217	1	0.007151518920431578	"l"	"present"		"verified"	46	321.61	50	1000	1	6.992826087	"Niskin bottle"	"phytoplankton"	"sp."	"species"		25			
25	10	"MR"	"cells/l"	"Rhizosolenia"	2014	"ICE2014"	"R2"	"PHT-087"		"Occurrence"	419.5695652	3	0.007151518920431578	"l"	"present"		"verified"	46	321.61	50	1000	1	20.97847826	"Niskin bottle"	"phytoplankton"	"sp. cf. R. hebetata"	"species"		25			
25	10	"MR"	"cells/l"	"Thalassiosira antarctica/pacifica"	2014	"ICE2014"	"R2"	"PHT-087"	"Thalassiosira antarctica\pacyfica"	"Occurrence"	32810.34	51	0.0015546780261807777	"l"	"present"		"verified"	10	321.61	50	1000	1	1640.517	"Niskin bottle"	"phytoplankton"				25			
25	10	"MR"	"cells/l"	"Thalassiosira bioculata"	2014	"ICE2014"	"R2"	"PHT-087"		"Occurrence"	978.9956522	7	0.007151518920431578	"l"	"present"		"verified"	46	321.61	50	1000	1	48.94978261	"Niskin bottle"	"phytoplankton"				25			
25	10	"MR"	"cells/l"	"Thalassiosira nordenskioeldii"	2014	"ICE2014"	"R2"	"PHT-087"		"Occurrence"	11794.56667	55	0.004664034078542334	"l"	"present"		"verified"	30	321.61	50	1000	1	589.7283333	"Niskin bottle"	"phytoplankton"				25			
25	60	"MR"	"cells/l"	"Fragilariopsis cylindrus"	2014	"ICE2014"	"R2"	"PHT-087"		"Occurrence"	27048.95935	10	0.0003696999899609921	"l"	"present"		"verified"	123	16635.11	50	1000	1	1352.447967	"Niskin bottle"	"phytoplankton"				25			
25	10	"MR"	"cells/l"	"Pauliella taeniata"	2014	"ICE2014"	"R2"	"PHT-087"		"Occurrence"	2657.273913	19	0.007151518920431578	"l"	"present"		"verified"	46	321.61	50	1000	1	132.8636957	"Niskin bottle"	"phytoplankton"				25			
25	60	"MR"	"cells/l"	"Pseudo-nitzschia"	2014	"ICE2014"	"R2"	"PHT-087"		"Occurrence"	16229.37561	6	0.0003696999899609921	"l"	"present"		"verified"	123	16635.11	50	1000	1	811.4687805	"Niskin bottle"	"phytoplankton"	"sp. cf. P. pseudodelicatissima"	"species"		25			
25	10	"MR"	"cells/l"	"Amphidinium sphenoides"	2014	"ICE2014"	"R2"	"PHT-087"		"Occurrence"	139.8565217	1	0.007151518920431578	"l"	"present"		"verified"	46	321.61	50	1000	1	6.992826087	"Niskin bottle"	"phytoplankton"				25			
