"maximumDepthInMeters"	"identifiedBy"	"organismQuantityType"	"scientificName"	"year"	"expedition"	"locationID"	"fieldNumber"	"basisOfRecord"	"organismQuantity"	"individualCount"	"sampleSizeValue"	"sampleSizeUnit"	"occurrenceStatus"	"occurrenceRemarks"	"quantificationStatus"	"fieldsInCount"	"maxFields"	"takenVolume"	"bottleVolume"	"initialVolume"	"cellsInChamber"	"gear"	"sampletype"	"minimumDepthInMeters"	"identificationQualifier"	"previousIdentifications"	"verbatimTaxon"	"taxonRank"	"organismRemarks"	"magnification"
25	"iopan.pl"	"cells/l"	"Protoperidinium cerasus"	2011	"MOSJ2011"	"HG-IV"	"MOSJ11-307"	"Occurrence"	2.87151785714286	1	0.3482478778644942	"l"	"present"		"verified"	70	321.61	10	200	32	4.59442857142857	"Niskin bottle"	"microplankton"	25						
50	"iopan.pl"	"cells/l"	"Thalassiosira bioculata var. exigua"	2011	"MOSJ2011"	"HG-IV"	"MOSJ11-306"	"Occurrence"	233.728197674419	50	0.21392369640247502	"l"	"present"		"verified"	43	321.61	10	200	32	373.96511627907	"Niskin bottle"	"microplankton"	50		"Thalassiosira bioculata var.exigua"		"variety"		
50	"iopan.pl"	"cells/l"	"Fragilariopsis oceanica"	2011	"MOSJ2011"	"HG-IV"	"MOSJ11-306"	"Occurrence"	3350.10416666667	50	0.014924909051335467	"l"	"present"		"verified"	3	321.61	10	200	32	5360.16666666667	"Niskin bottle"	"microplankton"	50						
50	"iopan.pl"	"cells/l"	"Protoperidinium pellucidum"	2011	"MOSJ2011"	"HG-IV"	"MOSJ11-306"	"Occurrence"	2.64481907894737	1	0.3780976959671652	"l"	"present"		"verified"	76	321.61	10	200	32	4.23171052631579	"Niskin bottle"	"microplankton"	50						
50	"iopan.pl"	"cells/l"	"Chaetoceros borealis"	2011	"MOSJ2011"	"HG-IV"	"MOSJ11-306"	"Occurrence"	7.93445723684211	3	0.3780976959671652	"l"	"present"		"verified"	76	321.61	10	200	32	12.6951315789474	"Niskin bottle"	"microplankton"	50						
50	"iopan.pl"	"cells/l"	"Ptychocylis acuta"	2011	"MOSJ2011"	"HG-IV"	"MOSJ11-306"	"Occurrence"	34.3826480263158	13	0.3780976959671652	"l"	"present"		"verified"	76	321.61	10	200	32	55.0122368421053	"Niskin bottle"	"microplankton"	50						
50	"iopan.pl"	"cells/l"	"Parafavella obtusangula"	2011	"MOSJ2011"	"HG-IV"	"MOSJ11-306"	"Occurrence"	7.93445723684211	3	0.3780976959671652	"l"	"present"		"verified"	76	321.61	10	200	32	12.6951315789474	"Niskin bottle"	"microplankton"	50						
50	"iopan.pl"	"cells/l"	"Eucampia groenlandica"	2011	"MOSJ2011"	"HG-IV"	"MOSJ11-306"	"Occurrence"	7.93445723684211	3	0.3780976959671652	"l"	"present"		"verified"	76	321.61	10	200	32	12.6951315789474	"Niskin bottle"	"microplankton"	50						
50	"iopan.pl"	"cells/l"	"Pronoctiluca pelagica"	2011	"MOSJ2011"	"HG-IV"	"MOSJ11-306"	"Occurrence"	2.64481907894737	1	0.3780976959671652	"l"	"present"		"verified"	76	321.61	10	200	32	4.23171052631579	"Niskin bottle"	"microplankton"	50						
50	"iopan.pl"	"cells/l"	"Rhizosolenia semispina"	2011	"MOSJ2011"	"HG-IV"	"MOSJ11-306"	"Occurrence"	13.2240953947368	5	0.3780976959671652	"l"	"present"		"verified"	76	321.61	10	200	32	21.1585526315789	"Niskin bottle"	"microplankton"	50		"Rhizosolenia hebetata f. semispina"		"form"		
50	"iopan.pl"	"cells/l"	"Acanthostomella norvegica"	2011	"MOSJ2011"	"HG-IV"	"MOSJ11-306"	"Occurrence"	5.28963815789474	2	0.3780976959671652	"l"	"present"		"verified"	76	321.61	10	200	32	8.46342105263158	"Niskin bottle"	"microplankton"	50						
50	"iopan.pl"	"cells/l"	"Thalassiosira"	2011	"MOSJ2011"	"HG-IV"	"MOSJ11-306"	"Occurrence"	103.147944078947	39	0.3780976959671652	"l"	"present"	"sp. cf t.gravida"	"verified"	76	321.61	10	200	32	165.036710526316	"Niskin bottle"	"microplankton"	50						
50	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"	2011	"MOSJ2011"	"HG-IV"	"MOSJ11-306"	"Occurrence"	2.64481907894737	1	0.3780976959671652	"l"	"present"		"verified"	76	321.61	10	200	32	4.23171052631579	"Niskin bottle"	"microplankton"	50						
50	"iopan.pl"	"cells/l"	"Spirotrichea"	2011	"MOSJ2011"	"HG-IV"	"MOSJ11-306"	"Occurrence"	7.93445723684211	3	0.3780976959671652	"l"	"present"		"verified"	76	321.61	10	200	32	12.6951315789474	"Niskin bottle"	"microplankton"	50	"indet."	"Spirotrichea non det."				
50	"iopan.pl"	"cells/l"	"Alexandrium"	2011	"MOSJ2011"	"HG-IV"	"MOSJ11-306"	"Occurrence"	5.28963815789474	2	0.3780976959671652	"l"	"present"	"sp."	"verified"	76	321.61	10	200	32	8.46342105263158	"Niskin bottle"	"microplankton"	50						
50	"iopan.pl"	"cells/l"	"Protoperidinium pallidum"	2011	"MOSJ2011"	"HG-IV"	"MOSJ11-306"	"Occurrence"	2.64481907894737	1	0.3780976959671652	"l"	"present"		"verified"	76	321.61	10	200	32	4.23171052631579	"Niskin bottle"	"microplankton"	50						
50	"iopan.pl"	"cells/l"	"Strombidium"	2011	"MOSJ2011"	"HG-IV"	"MOSJ11-306"	"Occurrence"	2.64481907894737	1	0.3780976959671652	"l"	"present"	"sp."	"verified"	76	321.61	10	200	32	4.23171052631579	"Niskin bottle"	"microplankton"	50						
50	"iopan.pl"	"cells/l"	"Dinophysis norvegica"	2011	"MOSJ2011"	"HG-IV"	"MOSJ11-306"	"Occurrence"	2.64481907894737	1	0.3780976959671652	"l"	"present"		"verified"	76	321.61	10	200	32	4.23171052631579	"Niskin bottle"	"microplankton"	50						
50	"iopan.pl"	"cells/l"	"Gymnodinium"	2011	"MOSJ2011"	"HG-IV"	"MOSJ11-306"	"Occurrence"	2.64481907894737	1	0.3780976959671652	"l"	"present"	"sp.1"	"verified"	76	321.61	10	200	32	4.23171052631579	"Niskin bottle"	"microplankton"	50						
50	"iopan.pl"	"cells/l"	"Gyrodinium spirale"	2011	"MOSJ2011"	"HG-IV"	"MOSJ11-306"	"Occurrence"	2.64481907894737	1	0.3780976959671652	"l"	"present"		"verified"	76	321.61	10	200	32	4.23171052631579	"Niskin bottle"	"microplankton"	50						
50	"iopan.pl"	"cells/l"	"Bacterosira bathyomphala"	2011	"MOSJ2011"	"HG-IV"	"MOSJ11-306"	"Occurrence"	13.2240953947368	5	0.3780976959671652	"l"	"present"		"verified"	76	321.61	10	200	32	21.1585526315789	"Niskin bottle"	"microplankton"	50						
50	"iopan.pl"	"cells/l"	"Protoperidinium brevipes"	2011	"MOSJ2011"	"HG-IV"	"MOSJ11-306"	"Occurrence"	2.64481907894737	1	0.3780976959671652	"l"	"present"		"verified"	76	321.61	10	200	32	4.23171052631579	"Niskin bottle"	"microplankton"	50						
0	"iopan.pl"	"cells/l"	"Thalassiosira"	2011	"MOSJ2011"	"R3"	"MOSJ11-280"	"Occurrence"	2.16135752688172	1	0.4626721805913995	"l"	"present"	"sp."	"verified"	93	321.61	10	200	32	3.45817204301075	"Niskin bottle"	"microplankton"							
0	"iopan.pl"	"cells/l"	"Navicula"	2011	"MOSJ2011"	"R3"	"MOSJ11-280"	"Occurrence"	10.8067876344086	5	0.4626721805913995	"l"	"present"	"sp."	"verified"	93	321.61	10	200	32	17.2908602150538	"Niskin bottle"	"microplankton"							
0	"iopan.pl"	"cells/l"	"Dinophyceae"	2011	"MOSJ2011"	"R3"	"MOSJ11-280"	"Occurrence"	41.0657930107527	19	0.4626721805913995	"l"	"present"	"cyst"	"verified"	93	321.61	10	200	32	65.7052688172043	"Niskin bottle"	"microplankton"				"Dinoflagellatae"	"class"	"flagellate"	
20	"iopan.pl"	"cells/l"	"Pleurosigma stuxbergii"	2011	"MOSJ2011"	"R3"	"MOSJ11-279"	"Occurrence"	1.48893518518519	1	0.6716209073100959	"l"	"present"		"verified"	54	321.61	25	200	32	5.95574074074074	"Niskin bottle"	"microplankton"	20						
20	"iopan.pl"	"cells/l"	"Peridiniella catenata"	2011	"MOSJ2011"	"R3"	"MOSJ11-279"	"Occurrence"	118.238970588235	50	0.42287242312117157	"l"	"present"		"verified"	34	321.61	25	200	32	472.955882352941	"Niskin bottle"	"microplankton"	20						
20	"iopan.pl"	"cells/l"	"Thalassiosira"	2011	"MOSJ2011"	"R3"	"MOSJ11-279"	"Occurrence"	670.020833333334	50	0.07462454525667733	"l"	"present"	"sp."	"verified"	6	321.61	25	200	32	2680.08333333333	"Niskin bottle"	"microplankton"	20						
20	"iopan.pl"	"cells/l"	"Strombidium"	2011	"MOSJ2011"	"R3"	"MOSJ11-279"	"Occurrence"	89.3361111111111	50	0.5596840894250801	"l"	"present"	"sp."	"verified"	45	321.61	25	200	32	357.344444444444	"Niskin bottle"	"microplankton"	20						
20	"iopan.pl"	"cells/l"	"Acanthostomella norvegica"	2011	"MOSJ2011"	"R3"	"MOSJ11-279"	"Occurrence"	8.93361111111111	6	0.6716209073100959	"l"	"present"		"verified"	54	321.61	25	200	32	35.7344444444444	"Niskin bottle"	"microplankton"	20						
20	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"	2011	"MOSJ2011"	"R3"	"MOSJ11-279"	"Occurrence"	8.93361111111111	6	0.6716209073100959	"l"	"present"		"verified"	54	321.61	25	200	32	35.7344444444444	"Niskin bottle"	"microplankton"	20						
20	"iopan.pl"	"cells/l"	"Dinophyceae"	2011	"MOSJ2011"	"R3"	"MOSJ11-279"	"Occurrence"	446.680555555556	50	0.11193681788501601	"l"	"present"	"cyst"	"verified"	9	321.61	25	200	32	1786.72222222222	"Niskin bottle"	"microplankton"	20			"Dinoflagellatae"	"class"	"flagellate"	
20	"iopan.pl"	"cells/l"	"Amphidinium longum"	2011	"MOSJ2011"	"R3"	"MOSJ11-279"	"Occurrence"	1.48893518518519	1	0.6716209073100959	"l"	"present"		"verified"	54	321.61	25	200	32	5.95574074074074	"Niskin bottle"	"microplankton"	20						
20	"iopan.pl"	"cells/l"	"Spirotrichea"	2011	"MOSJ2011"	"R3"	"MOSJ11-279"	"Occurrence"	5.95574074074074	4	0.6716209073100959	"l"	"present"		"verified"	54	321.61	25	200	32	23.822962962963	"Niskin bottle"	"microplankton"	20	"indet."	"Spirotrichea non det."				
20	"iopan.pl"	"cells/l"	"Navicula"	2011	"MOSJ2011"	"R3"	"MOSJ11-279"	"Occurrence"	29.7787037037037	20	0.6716209073100959	"l"	"present"	"sp."	"verified"	54	321.61	25	200	32	119.114814814815	"Niskin bottle"	"microplankton"	20						
20	"iopan.pl"	"cells/l"	"Protoperidinium pellucidum"	2011	"MOSJ2011"	"R3"	"MOSJ11-279"	"Occurrence"	4.46680555555556	3	0.6716209073100959	"l"	"present"		"verified"	54	321.61	25	200	32	17.8672222222222	"Niskin bottle"	"microplankton"	20						
20	"iopan.pl"	"cells/l"	"Protoperidinium bipes"	2011	"MOSJ2011"	"R3"	"MOSJ11-279"	"Occurrence"	1.48893518518519	1	0.6716209073100959	"l"	"present"		"verified"	54	321.61	25	200	32	5.95574074074074	"Niskin bottle"	"microplankton"	20						
25	"iopan.pl"	"cells/l"	"Peridiniella catenata"	2011	"MOSJ2011"	"R3"	"MOSJ11-278"	"Occurrence"	1256.2890625	50	0.03979975747022792	"l"	"present"		"verified"	8	321.61	10	200	32	2010.0625	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Dinophyceae"	2011	"MOSJ2011"	"R3"	"MOSJ11-278"	"Occurrence"	140.704375	42	0.2984981810267094	"l"	"present"	"cyst"	"verified"	60	321.61	10	200	32	225.127	"Niskin bottle"	"microplankton"	25			"Dinoflagellatae"	"class"	"flagellate"	
25	"iopan.pl"	"cells/l"	"Navicula"	2011	"MOSJ2011"	"R3"	"MOSJ11-278"	"Occurrence"	53.6016666666667	16	0.2984981810267094	"l"	"present"	"sp."	"verified"	60	321.61	10	200	32	85.7626666666667	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Thalassiosira"	2011	"MOSJ2011"	"R3"	"MOSJ11-278"	"Occurrence"	213.836436170213	50	0.233823575137589	"l"	"present"	"sp."	"verified"	47	321.61	10	200	32	342.13829787234	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Tintinnopsis"	2011	"MOSJ2011"	"R3"	"MOSJ11-278"	"Occurrence"	6.70020833333333	2	0.2984981810267094	"l"	"present"	"sp."	"verified"	60	321.61	10	200	32	10.7203333333333	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Strombidium"	2011	"MOSJ2011"	"R3"	"MOSJ11-278"	"Occurrence"	50.2515625	15	0.2984981810267094	"l"	"present"	"sp."	"verified"	60	321.61	10	200	32	80.4025	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"	2011	"MOSJ2011"	"R3"	"MOSJ11-278"	"Occurrence"	6.70020833333333	2	0.2984981810267094	"l"	"present"		"verified"	60	321.61	10	200	32	10.7203333333333	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Spirotrichea"	2011	"MOSJ2011"	"R3"	"MOSJ11-278"	"Occurrence"	13.4004166666667	4	0.2984981810267094	"l"	"present"		"verified"	60	321.61	10	200	32	21.4406666666667	"Niskin bottle"	"microplankton"	25	"indet."	"Spirotrichea non det."				
25	"iopan.pl"	"cells/l"	"Coxliella"	2011	"MOSJ2011"	"R3"	"MOSJ11-278"	"Occurrence"	67.0020833333333	20	0.2984981810267094	"l"	"present"	"sp."	"verified"	60	321.61	10	200	32	107.203333333333	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Protoperidinium pellucidum"	2011	"MOSJ2011"	"R3"	"MOSJ11-278"	"Occurrence"	36.8511458333333	11	0.2984981810267094	"l"	"present"		"verified"	60	321.61	10	200	32	58.9618333333333	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Protoperidinium"	2011	"MOSJ2011"	"R3"	"MOSJ11-278"	"Occurrence"	6.70020833333333	2	0.2984981810267094	"l"	"present"	"sp."	"verified"	60	321.61	10	200	32	10.7203333333333	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Dictyocha speculum"	2011	"MOSJ2011"	"R3"	"MOSJ11-278"	"Occurrence"	3.35010416666667	1	0.2984981810267094	"l"	"present"		"verified"	60	321.61	10	200	32	5.36016666666667	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Amphidinium longum"	2011	"MOSJ2011"	"R3"	"MOSJ11-278"	"Occurrence"	3.35010416666667	1	0.2984981810267094	"l"	"present"		"verified"	60	321.61	10	200	32	5.36016666666667	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Protoperidinium bipes"	2011	"MOSJ2011"	"R3"	"MOSJ11-278"	"Occurrence"	3.35010416666667	1	0.2984981810267094	"l"	"present"		"verified"	60	321.61	10	200	32	5.36016666666667	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Ptychocylis acuta"	2011	"MOSJ2011"	"R3"	"MOSJ11-278"	"Occurrence"	3.35010416666667	1	0.2984981810267094	"l"	"present"		"verified"	60	321.61	10	200	32	5.36016666666667	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Protoperidinium brevipes"	2011	"MOSJ2011"	"R3"	"MOSJ11-278"	"Occurrence"	3.35010416666667	1	0.2984981810267094	"l"	"present"		"verified"	60	321.61	10	200	32	5.36016666666667	"Niskin bottle"	"microplankton"	25						
25	"iopan.pl"	"cells/l"	"Phalacroma rotundatum"	2011	"MOSJ2011"	"R3"	"MOSJ11-278"	"Occurrence"	3.35010416666667	1	0.2984981810267094	"l"	"present"	"Old Dinophysis rotundata"	"verified"	60	321.61	10	200	32	5.36016666666667	"Niskin bottle"	"microplankton"	25						
20	"iopan.pl"	"cells/l"	"Coxliella"	2011	"MOSJ2011"	"R3"	"MOSJ11-276"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20						
20	"iopan.pl"	"cells/l"	"Ciliophora"	2011	"MOSJ2011"	"R3"	"MOSJ11-276"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20						
20	"iopan.pl"	"cells/l"	"Protoperidinium pellucidum"	2011	"MOSJ2011"	"R3"	"MOSJ11-276"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20						
20	"iopan.pl"	"cells/l"	"Didinium gargantua"	2011	"MOSJ2011"	"R3"	"MOSJ11-276"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20						
20	"iopan.pl"	"cells/l"	"Corethron pennatum"	2011	"MOSJ2011"	"R3"	"MOSJ11-276"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20						
20	"iopan.pl"	"cells/l"	"Peridiniella catenata"	2011	"MOSJ2011"	"R3"	"MOSJ11-276"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20						
20	"iopan.pl"	"cells/l"	"Dictyocha speculum"	2011	"MOSJ2011"	"R3"	"MOSJ11-276"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20						
20	"iopan.pl"	"cells/l"	"Euplotes"	2011	"MOSJ2011"	"R3"	"MOSJ11-276"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20						
20	"iopan.pl"	"cells/l"	"Strombidium"	2011	"MOSJ2011"	"R3"	"MOSJ11-276"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20						
20	"iopan.pl"	"cells/l"	"Parafavella obtusangula"	2011	"MOSJ2011"	"R3"	"MOSJ11-276"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20						
20	"iopan.pl"	"cells/l"	"Protoperidinium bipes"	2011	"MOSJ2011"	"R3"	"MOSJ11-276"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20						
20	"iopan.pl"	"cells/l"	"Thalassiosira"	2011	"MOSJ2011"	"R3"	"MOSJ11-276"	"Occurrence"				"l"	"present"	"20-0"	"incalculable"							"Handnet"	"handnet"	20						
0	"iopan.pl"	"cells/l"	"Didinium gargantua"	2011	"MOSJ2011"	"R3"	"MOSJ11-275"	"Occurrence"	367.554285714286	4	0.010882746183265445	"l"	"present"		"verified"	70	321.61	50	1000	1	18.3777142857143	"Niskin bottle"	"phytoplankton"							
0	"iopan.pl"	"cells/l"	"Gyrodinium fusiforme"	2011	"MOSJ2011"	"R3"	"MOSJ11-275"	"Occurrence"	643.22	7	0.010882746183265445	"l"	"present"		"verified"	70	321.61	50	1000	1	32.161	"Niskin bottle"	"phytoplankton"							
0	"iopan.pl"	"cells/l"	"Peridiniella catenata"	2011	"MOSJ2011"	"R3"	"MOSJ11-275"	"Occurrence"	2848.54571428571	31	0.010882746183265445	"l"	"present"		"verified"	70	321.61	50	1000	1	142.427285714286	"Niskin bottle"	"phytoplankton"							
0	"iopan.pl"	"cells/l"	"Strombidium"	2011	"MOSJ2011"	"R3"	"MOSJ11-275"	"Occurrence"	918.885714285714	10	0.010882746183265445	"l"	"present"	"sp."	"verified"	70	321.61	50	1000	1	45.9442857142857	"Niskin bottle"	"phytoplankton"							
0	"iopan.pl"	"cells/l"	"Spirotrichea"	2011	"MOSJ2011"	"R3"	"MOSJ11-275"	"Occurrence"	2572.88	28	0.010882746183265445	"l"	"present"		"verified"	70	321.61	50	1000	1	128.644	"Niskin bottle"	"phytoplankton"		"indet."	"Spirotrichea non det."				
0	"iopan.pl"	"cells/l"	"Coxliella"	2011	"MOSJ2011"	"R3"	"MOSJ11-275"	"Occurrence"	183.777142857143	2	0.010882746183265445	"l"	"present"	"sp."	"verified"	70	321.61	50	1000	1	9.18885714285714	"Niskin bottle"	"phytoplankton"							
0	"iopan.pl"	"cells/l"	"Dinophyceae"	2011	"MOSJ2011"	"R3"	"MOSJ11-275"	"Occurrence"	459.442857142857	5	0.010882746183265445	"l"	"present"	"cyst"	"verified"	70	321.61	50	1000	1	22.9721428571429	"Niskin bottle"	"phytoplankton"				"Dinoflagellatae"	"class"	"flagellate"	
0	"iopan.pl"	"cells/l"	"Gymnodinium gracilentum"	2011	"MOSJ2011"	"R3"	"MOSJ11-275"	"Occurrence"	2843.52903225806	3	0.0010550270336496903	"l"	"present"		"verified"	93	4407.47	50	1000	1	142.176451612903	"Niskin bottle"	"phytoplankton"							
0	"iopan.pl"	"cells/l"	"Protoperidinium pellucidum"	2011	"MOSJ2011"	"R3"	"MOSJ11-275"	"Occurrence"	947.843010752688	1	0.0010550270336496903	"l"	"present"		"verified"	93	4407.47	50	1000	1	47.3921505376344	"Niskin bottle"	"phytoplankton"							
0	"iopan.pl"	"cells/l"	"Gymnodinium"	2011	"MOSJ2011"	"R3"	"MOSJ11-275"	"Occurrence"	16113.3311827957	17	0.0010550270336496903	"l"	"present"	"sp. 20-30um"	"verified"	93	4407.47	50	1000	1	805.666559139785	"Niskin bottle"	"phytoplankton"							
0	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"	2011	"MOSJ2011"	"R3"	"MOSJ11-275"	"Occurrence"	2843.52903225806	3	0.0010550270336496903	"l"	"present"		"verified"	93	4407.47	50	1000	1	142.176451612903	"Niskin bottle"	"phytoplankton"							
0	"iopan.pl"	"cells/l"	"Protoperidinium bipes"	2011	"MOSJ2011"	"R3"	"MOSJ11-275"	"Occurrence"	1895.68602150538	2	0.0010550270336496903	"l"	"present"		"verified"	93	4407.47	50	1000	1	94.7843010752688	"Niskin bottle"	"phytoplankton"							
0	"iopan.pl"	"cells/l"	"Gymnodinium"	2011	"MOSJ2011"	"R3"	"MOSJ11-275"	"Occurrence"	947.843010752688	1	0.0010550270336496903	"l"	"present"	"sp. 5-10um"	"verified"	93	4407.47	50	1000	1	47.3921505376344	"Niskin bottle"	"phytoplankton"							
0	"iopan.pl"	"cells/l"	"Eukaryota"	2011	"MOSJ2011"	"R3"	"MOSJ11-275"	"Occurrence"	1895.68602150538	2	0.0010550270336496903	"l"	"present"	"7-10um"	"verified"	93	4407.47	50	1000	1	94.7843010752688	"Niskin bottle"	"phytoplankton"		"incertae sedis"		"Biflagellatae"		"flagellate"	
0	"iopan.pl"	"cells/l"	"Navicula"	2011	"MOSJ2011"	"R3"	"MOSJ11-275"	"Occurrence"	947.843010752688	1	0.0010550270336496903	"l"	"present"	"sp. 10-20um"	"verified"	93	4407.47	50	1000	1	47.3921505376344	"Niskin bottle"	"phytoplankton"							
0	"iopan.pl"	"cells/l"	"Monosiga marina"	2011	"MOSJ2011"	"R3"	"MOSJ11-275"	"Occurrence"	947.843010752688	1	0.0010550270336496903	"l"	"present"		"verified"	93	4407.47	50	1000	1	47.3921505376344	"Niskin bottle"	"phytoplankton"							
0	"iopan.pl"	"cells/l"	"Leucocryptos marina"	2011	"MOSJ2011"	"R3"	"MOSJ11-275"	"Occurrence"	947.843010752688	1	0.0010550270336496903	"l"	"present"		"verified"	93	4407.47	50	1000	1	47.3921505376344	"Niskin bottle"	"phytoplankton"							
10	"iopan.pl"	"cells/l"	"Spirotrichea"	2011	"MOSJ2011"	"R3"	"MOSJ11-274"	"Occurrence"	2560.39029126214	41	0.016013183669662014	"l"	"present"		"verified"	103	321.61	50	1000	1	128.019514563107	"Niskin bottle"	"phytoplankton"	10	"indet."	"Spirotrichea non det."				
10	"iopan.pl"	"cells/l"	"Gyrodinium"	2011	"MOSJ2011"	"R3"	"MOSJ11-274"	"Occurrence"	999.176699029126	16	0.016013183669662014	"l"	"present"	"sp. cf g.fusiforme"	"verified"	103	321.61	50	1000	1	49.9588349514563	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Strombidium"	2011	"MOSJ2011"	"R3"	"MOSJ11-274"	"Occurrence"	2310.59611650485	37	0.016013183669662014	"l"	"present"	"sp."	"verified"	103	321.61	50	1000	1	115.529805825243	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Laboea strobila"	2011	"MOSJ2011"	"R3"	"MOSJ11-274"	"Occurrence"	374.691262135922	6	0.016013183669662014	"l"	"present"		"verified"	103	321.61	50	1000	1	18.7345631067961	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Gyrodinium spirale"	2011	"MOSJ2011"	"R3"	"MOSJ11-274"	"Occurrence"	62.4485436893204	1	0.016013183669662014	"l"	"present"		"verified"	103	321.61	50	1000	1	3.12242718446602	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Lohmanniella oviformis"	2011	"MOSJ2011"	"R3"	"MOSJ11-274"	"Occurrence"	124.897087378641	2	0.016013183669662014	"l"	"present"		"verified"	103	321.61	50	1000	1	6.24485436893204	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Acanthostomella norvegica"	2011	"MOSJ2011"	"R3"	"MOSJ11-274"	"Occurrence"	62.4485436893204	1	0.016013183669662014	"l"	"present"		"verified"	103	321.61	50	1000	1	3.12242718446602	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Gymnodinium"	2011	"MOSJ2011"	"R3"	"MOSJ11-274"	"Occurrence"	19816.5317829457	29	0.0014634245950624733	"l"	"present"	"sp. 10-20um"	"verified"	129	4407.47	50	1000	1	990.826589147287	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Gymnodinium"	2011	"MOSJ2011"	"R3"	"MOSJ11-274"	"Occurrence"	4099.97209302326	6	0.0014634245950624733	"l"	"present"	"sp. 5-10um"	"verified"	129	4407.47	50	1000	1	204.998604651163	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Pyramimonas"	2011	"MOSJ2011"	"R3"	"MOSJ11-274"	"Occurrence"	93775.9574468085	50	0.0005331857051778004	"l"	"present"	"sp."	"verified"	47	4407.47	50	1000	1	4688.79787234043	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Monosiga marina"	2011	"MOSJ2011"	"R3"	"MOSJ11-274"	"Occurrence"	1366.65736434109	2	0.0014634245950624733	"l"	"present"		"verified"	129	4407.47	50	1000	1	68.3328682170543	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Cryptophyceae"	2011	"MOSJ2011"	"R3"	"MOSJ11-274"	"Occurrence"	683.328682170543	1	0.0014634245950624733	"l"	"present"	"Non det."	"verified"	129	4407.47	50	1000	1	34.1664341085271	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Dinobryon faculiferum"	2011	"MOSJ2011"	"R3"	"MOSJ11-274"	"Occurrence"	683.328682170543	1	0.0014634245950624733	"l"	"present"		"verified"	129	4407.47	50	1000	1	34.1664341085271	"Niskin bottle"	"phytoplankton"	10						
10	"iopan.pl"	"cells/l"	"Gymnodinium galeatum"	2011	"MOSJ2011"	"R3"	"MOSJ11-274"	"Occurrence"	683.328682170543	1	0.0014634245950624733	"l"	"present"		"verified"	129	4407.47	50	1000	1	34.1664341085271	"Niskin bottle"	"phytoplankton"	10						
