"number"	"depth_m_distance_from_cm"	"magnification"	"identifiedBy"	"organismQuantityType"	"scientificName"	"year"	"expedition"	"locationID"	"fieldNumber"	"basisOfRecord"	"organismQuantity"	"individualCount"	"sampleSizeValue"	"sampleSizeUnit"	"occurrenceStatus"	"quantificationStatus"	"fieldsInCount"	"maxFields"	"takenVolume"	"bottleVolume"	"initialVolume"	"cellsInChamber"	"gear"	"sampletype"	"previousIdentifications"	"lifeStage"	"identificationQualifier"	"taxonRank"	"add"	"foto"	"verbatimTaxon"	"organismRemarks"	"occurrenceRemarks"	"organismScope"
74		60	"MR"	"cells/l"	"Polarella glacialis"	2016	"ARCEx2016"	"PolarFront"	"PHT-074"	"Occurrence"	13415.4113	2	0.0001490822723745139	"l"	"present"	"verified"	248	16635.11	10	1000	1	134.15	"Handnet"	"handnet"										
74		20	"MR"	"cells/l"	"Protoperidinium"	2016	"ARCEx2016"	"PolarFront"	"PHT-074"	"Occurrence"	5548.0328	3	0.0005407322045917916	"l"	"present"	"verified"	61	1120.1	10	1000	1	55.48	"Handnet"	"handnet"			"sp."	"species"						
74		20	"MR"	"cells/l"	"Protoperidinium"	2016	"ARCEx2016"	"PolarFront"	"PHT-074"	"Occurrence"	1849.3443	1	0.0005407322045917916	"l"	"present"	"verified"	61	1120.1	10	1000	1	18.49	"Handnet"	"handnet"			"sp."	"species"						
74		60	"MR"	"cells/l"	"Protoperidinium"	2016	"ARCEx2016"	"PolarFront"	"PHT-074"	"Occurrence"	20123.1169	3	0.0001490822723745139	"l"	"present"	"verified"	248	16635.11	10	1000	1	201.23	"Handnet"	"handnet"			"sp."	"species"		"'+"				
74		60	"MR"	"cells/l"	"Protoperidinium"	2016	"ARCEx2016"	"PolarFront"	"PHT-074"	"Occurrence"	26830.8226	4	0.0001490822723745139	"l"	"present"	"verified"	248	16635.11	10	1000	1	268.31	"Handnet"	"handnet"			"sp."	"species"		"'+"				
74		60	"MR"	"cells/l"	"Protoperidinium"	2016	"ARCEx2016"	"PolarFront"	"PHT-074"	"Occurrence"	13415.4113	2	0.0001490822723745139	"l"	"present"	"verified"	248	16635.11	10	1000	1	134.15	"Handnet"	"handnet"			"sp."	"species"		"'+"				
74		60	"MR"	"cells/l"	"Dinophyceae"	2016	"ARCEx2016"	"PolarFront"	"PHT-074"	"Occurrence"	6707.7056	1	0.0001490822723745139	"l"	"present"	"verified"	248	16635.11	10	1000	1	67.08	"Handnet"	"handnet"	"Thecate dinophyceae"					"'+"				
74		60	"MR"	"cells/l"	"Dinophyceae"	2016	"ARCEx2016"	"PolarFront"	"PHT-074"	"Occurrence"	33538.5282	5	0.0001490822723745139	"l"	"present"	"verified"	248	16635.11	10	1000	1	335.39	"Handnet"	"handnet"	"Thecate dinophyceae"					"'+"				
74		60	"MR"	"cells/l"	"Dinophyceae"	2016	"ARCEx2016"	"PolarFront"	"PHT-074"	"Occurrence"	6707.7056	1	0.0001490822723745139	"l"	"present"	"verified"	248	16635.11	10	1000	1	67.08	"Handnet"	"handnet"				"class"		"'+"	"Encysting dinophyceae"	"flagellate"		
74		60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2016	"ARCEx2016"	"PolarFront"	"PHT-074"	"Occurrence"	26830.8226	4	0.0001490822723745139	"l"	"present"	"verified"	248	16635.11	10	1000	1	268.31	"Handnet"	"handnet"	"Biflagellates"		"indet."		"rys."					
74		60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2016	"ARCEx2016"	"PolarFront"	"PHT-074"	"Occurrence"	6707.7056	1	0.0001490822723745139	"l"	"present"	"verified"	248	16635.11	10	1000	1	67.08	"Handnet"	"handnet"	"Flagellates"		"indet."							
74		60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2016	"ARCEx2016"	"PolarFront"	"PHT-074"	"Occurrence"	335385.2823	50	0.0001490822723745139	"l"	"present"	"verified"	248	16635.11	10	1000	1	3353.85	"Handnet"	"handnet"	"Biflagellates"		"indet."		"rys."					
74		60	"MR"	"cells/l"	"Phaeocystis pouchetii"	2016	"ARCEx2016"	"PolarFront"	"PHT-074"	"Occurrence"	160984.9355	24	0.0001490822723745139	"l"	"present"	"verified"	248	16635.11	10	1000	1	1609.85	"Handnet"	"handnet"										
74		60	"MR"	"cells/l"	"Eukaryota"	2016	"ARCEx2016"	"PolarFront"	"PHT-074"	"Occurrence"	6707.7056	1	0.0001490822723745139	"l"	"present"	"verified"	248	16635.11	10	1000	1	67.08	"Handnet"	"handnet"	"Spora indet."	"spora"	"incertae sedis"							
83		20	"MR"	"cells/l"	"Bacterosira bathyomphala"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	495263.4146	36	0.00007268859143692934	"l"	"present"	"verified"	41	1120.1	2	1000	1	990.53	"Handnet"	"handnet"										
83		20	"MR"	"cells/l"	"Chaetoceros debilis"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	247631.7073	18	0.00007268859143692934	"l"	"present"	"verified"	41	1120.1	2	1000	1	495.26	"Handnet"	"handnet"										
83		60	"MR"	"cells/l"	"Chaetoceros furcellatus"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	16348297.7586	57	0.000003486601531339438	"l"	"present"	"verified"	29	16635.11	2	1000	1	32696.6	"Handnet"	"handnet"										
83		60	"MR"	"cells/l"	"Chaetoceros socialis"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	39319350.9091	52	0.0000013225040291287523	"l"	"present"	"verified"	11	16635.11	2	1000	1	78638.7	"Handnet"	"handnet"										
83		60	"MR"	"cells/l"	"Chaetoceros socialis"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	855519.9429	18	0.000021039836827048333	"l"	"present"	"verified"	175	16635.11	2	1000	1	1711.04	"Handnet"	"handnet"	"Chaetoceros socialis spores"	"spores"								
83		60	"MR"	"cells/l"	"Eucampia groenlandica"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	95057.7714	2	0.000021039836827048333	"l"	"present"	"verified"	175	16635.11	2	1000	1	190.12	"Handnet"	"handnet"					"bad shape"					
83		20	"MR"	"cells/l"	"Fragilariopsis oceanica"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	15116540	134	0.000008864462370357239	"l"	"present"	"verified"	5	1120.1	2	1000	1	30233.08	"Handnet"	"handnet"	"Fragilariopsis oceanica hypnospores"	"hypnospores"								
83		20	"MR"	"cells/l"	"Fragilariopsis cylindrus"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	1815965.8537	132	0.00007268859143692934	"l"	"present"	"verified"	41	1120.1	2	1000	1	3631.93	"Handnet"	"handnet"										
83		20	"MR"	"cells/l"	"Fragilariopsis oceanica"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	57645910	511	0.000008864462370357239	"l"	"present"	"verified"	5	1120.1	2	1000	1	115291.82	"Handnet"	"handnet"										
83		20	"MR"	"cells/l"	"Navicula vanhoeffenii"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	68786.5854	5	0.00007268859143692934	"l"	"present"	"verified"	41	1120.1	2	1000	1	137.57	"Handnet"	"handnet"	"Navicula vanhoefenii"									
83		60	"MR"	"cells/l"	"Navicula transitans"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	13757.3171	1	0.00007268859143692934	"l"	"present"	"verified"	41	1120.1	2	1000	1	27.51	"Handnet"	"handnet"										
83		20	"MR"	"cells/l"	"Pauliella taeniata"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	302660.9756	22	0.00007268859143692934	"l"	"present"	"verified"	41	1120.1	2	1000	1	605.32	"Handnet"	"handnet"										
83		20	"MR"	"cells/l"	"Porosira glacialis"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	192602.439	14	0.00007268859143692934	"l"	"present"	"verified"	41	1120.1	2	1000	1	385.2	"Handnet"	"handnet"										
83		20	"MR"	"cells/l"	"Pseudo-nitzschia delicatissima"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	550292.6829	40	0.00007268859143692934	"l"	"present"	"verified"	41	1120.1	2	1000	1	1100.59	"Handnet"	"handnet"										
83		60	"MR"	"cells/l"	"Pseudo-nitzschia granii"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	7471701.9492	53	0.000007093430701690581	"l"	"present"	"verified"	59	16635.11	2	1000	1	14943.4	"Handnet"	"handnet"										
83		20	"MR"	"cells/l"	"Pseudo-nitzschia seriata"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	259761.9231	63	0.00024252977208420135	"l"	"present"	"verified"	39	321.61	2	1000	1	519.52	"Handnet"	"handnet"										
83		60	"MR"	"cells/l"	"Pseudo-nitzschia"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	142586.6571	3	0.000021039836827048333	"l"	"present"	"verified"	175	16635.11	2	1000	1	285.17	"Handnet"	"handnet"			"sp."	"species"						
83		60	"MR"	"cells/l"	"Synedropsis hyperborea"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	380231.0857	8	0.000021039836827048333	"l"	"present"	"verified"	175	16635.11	2	1000	1	760.46	"Handnet"	"handnet"										
83		20	"MR"	"cells/l"	"Thalassionema nitzschioides"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	110058.5366	8	0.00007268859143692934	"l"	"present"	"verified"	41	1120.1	2	1000	1	220.12	"Handnet"	"handnet"	"Thallasionema nitzschioides"									
83		20	"MR"	"cells/l"	"Thalassiosira"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	4850830	86	0.000017728924740714478	"l"	"present"	"verified"	10	1120.1	2	1000	1	9701.66	"Handnet"	"handnet"	"Thalassiosira gravida/antarctica"		"spp. gravida/antarctica"	"species"						
83		20	"MR"	"cells/l"	"Thalassiosira antarctica var. borealis"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	165087.8049	12	0.00007268859143692934	"l"	"present"	"verified"	41	1120.1	2	1000	1	330.18	"Handnet"	"handnet"	"Thalassiosira antarctica/gravida"	"hypnospores"								
83		20	"MR"	"cells/l"	"Thalassiosira bioculata"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	27514.6341	2	0.00007268859143692934	"l"	"present"	"verified"	41	1120.1	2	1000	1	55.03	"Handnet"	"handnet"										
83		20	"MR"	"cells/l"	"Thalassiosira hyalina"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	6881410	122	0.000017728924740714478	"l"	"present"	"verified"	10	1120.1	2	1000	1	13762.82	"Handnet"	"handnet"										
83		20	"MR"	"cells/l"	"Thalassiosira nordenskioeldii"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	5584095	99	0.000017728924740714478	"l"	"present"	"verified"	10	1120.1	2	1000	1	11168.19	"Handnet"	"handnet"										
83		60	"MR"	"cells/l"	"Thalassiosira"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	142586.6571	3	0.000021039836827048333	"l"	"present"	"verified"	175	16635.11	2	1000	1	285.17	"Handnet"	"handnet"			"sp."	"species"	"mała"					
83		60	"MR"	"cells/l"	"Thalassiosira"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	95057.7714	2	0.000021039836827048333	"l"	"present"	"verified"	175	16635.11	2	1000	1	190.12	"Handnet"	"handnet"	"Thalassiosira sp. hypnospores"	"hypnospores"	"sp."	"species"						
83		20	"MR"	"cells/l"	"Ptychocylis obtusa"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	13757.3171	1	0.00007268859143692934	"l"	"present"	"verified"	41	1120.1	2	1000	1	27.51	"Handnet"	"handnet"										
83		20	"MR"	"cells/l"	"Strombidium"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	27514.6341	2	0.00007268859143692934	"l"	"present"	"verified"	41	1120.1	2	1000	1	55.03	"Handnet"	"handnet"			"sp."	"species"						
83		60	"MR"	"cells/l"	"Bicosta spinifera"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	47528.8857	1	0.000021039836827048333	"l"	"present"	"verified"	175	16635.11	2	1000	1	95.06	"Handnet"	"handnet"										
83		60	"MR"	"cells/l"	"Monosiga marina"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	712933.2857	15	0.000021039836827048333	"l"	"present"	"verified"	175	16635.11	2	1000	1	1425.87	"Handnet"	"handnet"										
83		60	"MR"	"cells/l"	"Cryptomonas"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	47528.8857	1	0.000021039836827048333	"l"	"present"	"verified"	175	16635.11	2	1000	1	95.06	"Handnet"	"handnet"			"sp."	"species"						
83		60	"MR"	"cells/l"	"Teleaulax"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	47528.8857	1	0.000021039836827048333	"l"	"present"	"verified"	175	16635.11	2	1000	1	95.06	"Handnet"	"handnet"			"sp."	"species"						
83		60	"MR"	"cells/l"	"Telonema subtile"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	1045635.4857	22	0.000021039836827048333	"l"	"present"	"verified"	175	16635.11	2	1000	1	2091.27	"Handnet"	"handnet"										
83		60	"MR"	"cells/l"	"Cryptophyceae"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	47528.8857	1	0.000021039836827048333	"l"	"present"	"verified"	175	16635.11	2	1000	1	95.06	"Handnet"	"handnet"	"Cryptophyceae indet. 7-10um"		"indet."							
83		20	"MR"	"cells/l"	"Dictyocha speculum"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	68786.5854	5	0.00007268859143692934	"l"	"present"	"verified"	41	1120.1	2	1000	1	137.57	"Handnet"	"handnet"										
83		20	"MR"	"cells/l"	"Dinophysis acuminata"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	13757.3171	1	0.00007268859143692934	"l"	"present"	"verified"	41	1120.1	2	1000	1	27.51	"Handnet"	"handnet"										
83		60	"MR"	"cells/l"	"Dinophysis"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	47528.8857	1	0.000021039836827048333	"l"	"present"	"verified"	175	16635.11	2	1000	1	95.06	"Handnet"	"handnet"			"sp."	"species"						
83		60	"MR"	"cells/l"	"Gymnodinium arcticum"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	47528.8857	1	0.000021039836827048333	"l"	"present"	"verified"	175	16635.11	2	1000	1	95.06	"Handnet"	"handnet"										
83		60	"MR"	"cells/l"	"Gymnodinium gracilentum"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	47528.8857	1	0.000021039836827048333	"l"	"present"	"verified"	175	16635.11	2	1000	1	95.06	"Handnet"	"handnet"										
83		60	"MR"	"cells/l"	"Gymnodinium simplex"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	47528.8857	1	0.000021039836827048333	"l"	"present"	"verified"	175	16635.11	2	1000	1	95.06	"Handnet"	"handnet"										
83		60	"MR"	"cells/l"	"Gymnodinium"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	190115.5429	4	0.000021039836827048333	"l"	"present"	"verified"	175	16635.11	2	1000	1	380.23	"Handnet"	"handnet"	"Gymnodinium sp. 10-20um"		"sp."	"species"						
83		60	"MR"	"cells/l"	"Gymnodinium"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	190115.5429	4	0.000021039836827048333	"l"	"present"	"verified"	175	16635.11	2	1000	1	380.23	"Handnet"	"handnet"	"Gymnodinium sp. 20-30um"		"sp."	"species"						
83		60	"MR"	"cells/l"	"Protoperidinium"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	142586.6571	3	0.000021039836827048333	"l"	"present"	"verified"	175	16635.11	2	1000	1	285.17	"Handnet"	"handnet"			"sp."	"species"						
83		60	"MR"	"cells/l"	"Scrippsiella"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	142586.6571	3	0.000021039836827048333	"l"	"present"	"verified"	175	16635.11	2	1000	1	285.17	"Handnet"	"handnet"			"sp."	"species"		"'+"				
83		60	"MR"	"cells/l"	"Dinophyceae"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	47528.8857	1	0.000021039836827048333	"l"	"present"	"verified"	175	16635.11	2	1000	1	95.06	"Handnet"	"handnet"				"class"			"Encysting dinophyceae"	"flagellate"		
83		60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	285173.3143	6	0.000021039836827048333	"l"	"present"	"verified"	175	16635.11	2	1000	1	570.35	"Handnet"	"handnet"	"Biflagellates"		"indet."		"rys."					
83		60	"MR"	"cells/l"	"Eukaryota incertae sedis"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	665404.4	14	0.000021039836827048333	"l"	"present"	"verified"	175	16635.11	2	1000	1	1330.81	"Handnet"	"handnet"	"Biflagellates"		"indet."		"rys."	"'+"				
83		60	"MR"	"cells/l"	"Phaeocystis pouchetii"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	845063588	508	6.011381950585237e-7	"l"	"present"	"verified"	5	16635.11	2	1000	1	1690127.18	"Handnet"	"handnet"										
83		60	"MR"	"cells/l"	"Phaeocystis pouchetii"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	65708684.5	79	0.0000012022763901170475	"l"	"present"	"verified"	10	16635.11	2	1000	1	131417.37	"Handnet"	"handnet"					"bad shape"					
83		60	"MR"	"cells/l"	"Phaeocystis pouchetii"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	52400596.5	63	0.0000012022763901170475	"l"	"present"	"verified"	10	16635.11	2	1000	1	104801.19	"Handnet"	"handnet"					"flagella form"					
83		20	"MR"	"cells/l"	"Skeletonema costatum"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-083"	"Occurrence"	756652.439	55	0.00007268859143692934	"l"	"present"	"verified"	41	1120.1	2	1000	1	1513.3	"Handnet"	"handnet"										
79	14	60	"MR"	"cells/l"	"Attheya septentrionalis"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	18180.4481	2	0.00011000828969570985	"l"	"present"	"verified"	183	16635.11	10	1000	1	181.8	"Niskin bottle"	"phytoplankton"										
79	14	60	"MR"	"cells/l"	"Attheya decora"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	18180.4481	2	0.00011000828969570985	"l"	"present"	"verified"	183	16635.11	10	1000	1	181.8	"Niskin bottle"	"phytoplankton"										
79	14	60	"MR"	"cells/l"	"Chaetoceros debilis"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	127263.1366	14	0.00011000828969570985	"l"	"present"	"verified"	183	16635.11	10	1000	1	1272.63	"Niskin bottle"	"phytoplankton"										
79	14	10	"MR"	"cells/l"	"Chaetoceros furcellatus"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	292665.1	91	0.00031093560523615555	"l"	"present"	"verified"	10	321.61	10	1000	1	2926.65	"Niskin bottle"	"phytoplankton"										
79	14	10	"MR"	"cells/l"	"Chaetoceros socialis"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	67895.4444	95	0.0013992102235627002	"l"	"present"	"verified"	45	321.61	10	1000	1	678.95	"Niskin bottle"	"phytoplankton"										
79	14	60	"MR"	"cells/l"	"Chaetoceros socialis"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	27270.6721	3	0.00011000828969570985	"l"	"present"	"verified"	183	16635.11	10	1000	1	272.71	"Niskin bottle"	"phytoplankton"	"Chaetoceros socialis spores"	"spores"								
79	14	60	"MR"	"cells/l"	"Chaetoceros tenuissimus"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	18180.4481	2	0.00011000828969570985	"l"	"present"	"verified"	183	16635.11	10	1000	1	181.8	"Niskin bottle"	"phytoplankton"										
79	14	10	"MR"	"cells/l"	"Chaetoceros wighamii"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	17152.5333	24	0.0013992102235627002	"l"	"present"	"verified"	45	321.61	10	1000	1	171.53	"Niskin bottle"	"phytoplankton"										
79	14	10	"MR"	"cells/l"	"Bacillariophyceae"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	3573.4444	5	0.0013992102235627002	"l"	"present"	"verified"	45	321.61	10	1000	1	35.73	"Niskin bottle"	"phytoplankton"	"Centriceae"		"indet."			"'+"				
79	14	10	"MR"	"cells/l"	"Bacillariophyceae"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	1429.3778	2	0.0013992102235627002	"l"	"present"	"verified"	45	321.61	10	1000	1	14.29	"Niskin bottle"	"phytoplankton"	"Centriceae"		"indet."		"sp.2"	"'+"				
79	14	10	"MR"	"cells/l"	"Fragilariopsis oceanica"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	99163.0833	74	0.0007462454525667733	"l"	"present"	"verified"	24	321.61	10	1000	1	991.63	"Niskin bottle"	"phytoplankton"	"Fragilariopsis oceanica hypnospores"	"hypnospores"								
79	14	10	"MR"	"cells/l"	"Fragilariopsis oceanica"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	101485.8222	142	0.0013992102235627002	"l"	"present"	"verified"	45	321.61	10	1000	1	1014.86	"Niskin bottle"	"phytoplankton"										
79	14	10	"MR"	"cells/l"	"Pauliella taeniata"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	142185.4737	168	0.0011815552998973914	"l"	"present"	"verified"	38	321.61	10	1000	1	1421.85	"Niskin bottle"	"phytoplankton"						"'+"				
79	14	10	"MR"	"cells/l"	"Pseudo-nitzschia delicatissima"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	11435.0222	16	0.0013992102235627002	"l"	"present"	"verified"	45	321.61	10	1000	1	114.35	"Niskin bottle"	"phytoplankton"										
79	14	60	"MR"	"cells/l"	"Pseudo-nitzschia granii"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	127263.1366	14	0.00011000828969570985	"l"	"present"	"verified"	183	16635.11	10	1000	1	1272.63	"Niskin bottle"	"phytoplankton"										
79	14	10	"MR"	"cells/l"	"Pseudo-nitzschia seriata"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	7146.8889	10	0.0013992102235627002	"l"	"present"	"verified"	45	321.61	10	1000	1	71.47	"Niskin bottle"	"phytoplankton"										
79	14	10	"MR"	"cells/l"	"Thalassiosira"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	202614.3	63	0.00031093560523615555	"l"	"present"	"verified"	10	321.61	10	1000	1	2026.14	"Niskin bottle"	"phytoplankton"	"Thalassiosira gravida/antarctica"		"spp. gravida/antarctica"	"species"						
79	14	10	"MR"	"cells/l"	"Thalassiosira antarctica var. borealis"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	5717.5111	8	0.0013992102235627002	"l"	"present"	"verified"	45	321.61	10	1000	1	57.18	"Niskin bottle"	"phytoplankton"	"Thalassiosira antarctica/gravida"	"hypnospores"								
79	14	10	"MR"	"cells/l"	"Thalassiosira hyalina"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	337690.5	105	0.00031093560523615555	"l"	"present"	"verified"	10	321.61	10	1000	1	3376.91	"Niskin bottle"	"phytoplankton"										
79	14	10	"MR"	"cells/l"	"Thalassiosira"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	25728.8	36	0.0013992102235627002	"l"	"present"	"verified"	45	321.61	10	1000	1	257.29	"Niskin bottle"	"phytoplankton"			"sp. cf. T. hyalina"	"species"						
79	14	10	"MR"	"cells/l"	"Thalassiosira nordenskioeldii"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	289449	90	0.00031093560523615555	"l"	"present"	"verified"	10	321.61	10	1000	1	2894.49	"Niskin bottle"	"phytoplankton"										
79	14	10	"MR"	"cells/l"	"Thalassiosira nordenskioeldii"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	7146.8889	10	0.0013992102235627002	"l"	"present"	"verified"	45	321.61	10	1000	1	71.47	"Niskin bottle"	"phytoplankton"	"Thalassiosira nordenskioeldii hypnospores"	"hypnospores"								
79	14	60	"MR"	"cells/l"	"Bicosta spinifera"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	9090.224	1	0.00011000828969570985	"l"	"present"	"verified"	183	16635.11	10	1000	1	90.9	"Niskin bottle"	"phytoplankton"										
79	14	60	"MR"	"cells/l"	"Monosiga marina"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	454511.2022	50	0.00011000828969570985	"l"	"present"	"verified"	183	16635.11	10	1000	1	4545.11	"Niskin bottle"	"phytoplankton"										
79	14	60	"MR"	"cells/l"	"Telonema subtile"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	27270.6721	3	0.00011000828969570985	"l"	"present"	"verified"	183	16635.11	10	1000	1	272.71	"Niskin bottle"	"phytoplankton"										
79	14	60	"MR"	"cells/l"	"Gymnodinium"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	9090.224	1	0.00011000828969570985	"l"	"present"	"verified"	183	16635.11	10	1000	1	90.9	"Niskin bottle"	"phytoplankton"	"Gymnodinium sp. 10-20um"		"sp."	"species"						
79	14	60	"MR"	"cells/l"	"Gymnodinium"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	36360.8962	4	0.00011000828969570985	"l"	"present"	"verified"	183	16635.11	10	1000	1	363.61	"Niskin bottle"	"phytoplankton"	"Gymnodinium sp. 10-20um"		"sp."	"species"						
79	14	60	"MR"	"cells/l"	"Gymnodinium"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	9090.224	1	0.00011000828969570985	"l"	"present"	"verified"	183	16635.11	10	1000	1	90.9	"Niskin bottle"	"phytoplankton"	"Gymnodinium sp. 30-40um"		"sp."	"species"						
79	14	60	"MR"	"cells/l"	"Gyrodinium"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	27270.6721	3	0.00011000828969570985	"l"	"present"	"verified"	183	16635.11	10	1000	1	272.71	"Niskin bottle"	"phytoplankton"			"cf. G. fusiforme"							
79	14	10	"MR"	"cells/l"	"Protoperidinium"	2016	"ARCEx2016"	"Atlanticstation"	"PHT-079"	"Occurrence"	714.6889	1	0.0013992102235627002	"l"	"present"	"verified"	45	321.61	10	1000	1	7.15	"Niskin bottle"	"phytoplankton"			"sp."	"species"						
